id,symbol,timeframe,data_type,rows_existing,rows_fetched,rows_final,gaps_found,status,issues,fetched_at
65004,BNBUSDT,1m,ohlcv,60731,13,60741,0,ok,"",2026-07-21 14:34:29.298772+00
65003,XRPUSDT,1m,ohlcv,60730,13,60740,0,ok,"",2026-07-21 14:33:30.805101+00
65002,BTCUSDT,15m,ohlcv,124570,4,124571,0,ok,"",2026-07-21 14:33:06.044707+00
65001,SOLUSDT,1m,ohlcv,60729,13,60739,0,ok,"",2026-07-21 14:32:42.893258+00
65000,ETHUSDT,1m,ohlcv,57545,8,57550,0,ok,"",2026-07-21 14:31:50.902188+00
64999,BTCUSDT,30m,ohlcv,62285,4,62286,0,ok,"",2026-07-21 14:31:25.878747+00
64998,BTCUSDT,1m,ohlcv,60738,5,60740,0,ok,"",2026-07-21 14:31:01.743214+00
64997,BTCUSDT,1h,ohlcv,31143,3,31143,0,ok,"",2026-07-21 14:30:34.02321+00
64996,BTCUSDT,4h,ohlcv,7786,3,7786,0,ok,"",2026-07-21 14:30:02.319179+00
64995,BTCUSDT,1m,ohlcv,60735,6,60738,0,ok,"",2026-07-21 14:29:27.456627+00
64994,BTCUSDT,1h,ohlcv,31143,3,31143,0,ok,"",2026-07-21 14:28:01.614497+00
64993,BTCUSDT,4h,ohlcv,7786,3,7786,0,ok,"",2026-07-21 14:27:17.212206+00
64992,ETHUSDT,1m,ohlcv,57454,0,0,0,error,"Failed after 6 attempts: HTTPSConnectionPool(host='api.bybit.com', port=443): Max retries exceeded with url: /v5/market/kline?category=linear&symbol=ETHUSDT&interval=1&start=1784638380000&end=1784641989055&limit=1000 (Caused by ConnectTimeoutError(<HTTPSConnection(host='api.bybit.com', port=443) at 0x795febfac8d0>, 'Connection to api.bybit.com timed out. (connect timeout=60)'))",2026-07-21 14:18:12.742101+00
64991,BTCUSDT,1h,ohlcv,31141,0,0,0,error,"Failed after 6 attempts: HTTPSConnectionPool(host='api.bybit.com', port=443): Max retries exceeded with url: /v5/market/kline?category=linear&symbol=BTCUSDT&interval=60&start=1784628000000&end=1784641944459&limit=1000 (Caused by ConnectTimeoutError(<HTTPSConnection(host='api.bybit.com', port=443) at 0x74a8af380dd0>, 'Connection to api.bybit.com timed out. (connect timeout=60)'))",2026-07-21 14:17:29.433676+00
64990,BTCUSDT,1m,ohlcv,60650,0,0,0,error,"Failed after 6 attempts: HTTPSConnectionPool(host='api.bybit.com', port=443): Max retries exceeded with url: /v5/market/kline?category=linear&symbol=BTCUSDT&interval=1&start=1784638680000&end=1784640485053&limit=1000 (Caused by ConnectTimeoutError(<HTTPSConnection(host='api.bybit.com', port=443) at 0x795febfa8490>, 'Connection to api.bybit.com timed out. (connect timeout=60)'))",2026-07-21 13:53:08.875213+00
64989,BTCUSDT,4h,ohlcv,7785,0,0,0,error,"Failed after 6 attempts: HTTPSConnectionPool(host='api.bybit.com', port=443): Max retries exceeded with url: /v5/market/kline?category=linear&symbol=BTCUSDT&interval=240&start=1784592000000&end=1784640437990&limit=1000 (Caused by ConnectTimeoutError(<HTTPSConnection(host='api.bybit.com', port=443) at 0x74a8af392c10>, 'Connection to api.bybit.com timed out. (connect timeout=60)'))",2026-07-21 13:52:23.387306+00
64988,XRPUSDT,15m,ohlcv,124562,6,124565,0,ok,"",2026-07-21 13:13:11.066866+00
64987,BTCUSDT,1m,ohlcv,60650,13,60660,0,quarantined,Data is stale: last candle 3 min ago,2026-07-21 13:13:00.563221+00
64986,DOGEUSDT,1m,ohlcv,60647,12,60656,0,quarantined,Data is stale: last candle 3 min ago,2026-07-21 13:10:52.066345+00
64985,SOLUSDT,15m,ohlcv,124562,6,124565,0,ok,"",2026-07-21 13:08:41.382143+00
64984,BNBUSDT,1m,ohlcv,60646,11,60654,0,quarantined,Data is stale: last candle 3 min ago,2026-07-21 13:08:37.728178+00
64983,XRPUSDT,1m,ohlcv,60645,10,60652,0,quarantined,Data is stale: last candle 2 min ago,2026-07-21 13:06:28.017157+00
64982,SOLUSDT,1m,ohlcv,60644,10,60651,0,ok,"",2026-07-21 13:04:46.814098+00
64981,ETHUSDT,15m,ohlcv,124561,7,124565,0,ok,"",2026-07-21 13:04:31.475091+00
64980,ETHUSDT,1m,ohlcv,57454,9,57460,0,quarantined,Data is stale: last candle 2 min ago,2026-07-21 13:03:15.409915+00
64979,BTCUSDT,1m,ohlcv,60644,9,60650,0,ok,"",2026-07-21 13:01:32.20061+00
64978,BTCUSDT,15m,ohlcv,124561,6,124564,0,ok,"",2026-07-21 13:00:47.513085+00
64977,DOGEUSDT,1m,ohlcv,60641,9,60647,0,ok,"",2026-07-21 13:00:17.306857+00
64976,BNBUSDT,1m,ohlcv,60640,9,60646,0,ok,"",2026-07-21 12:59:03.980738+00
64975,DOGEUSDT,5m,ohlcv,373678,16,373691,0,ok,"",2026-07-21 12:58:34.462945+00
64974,XRPUSDT,1m,ohlcv,60639,9,60645,0,ok,"",2026-07-21 12:58:03.235095+00
64973,SOLUSDT,1m,ohlcv,60638,9,60644,0,ok,"",2026-07-21 12:57:03.109094+00
64972,ETHUSDT,1m,ohlcv,57448,9,57454,0,ok,"",2026-07-21 12:56:02.675211+00
64971,BTCUSDT,1m,ohlcv,60638,8,60643,0,quarantined,Data is stale: last candle 2 min ago,2026-07-21 12:55:02.518253+00
64970,DOGEUSDT,1m,ohlcv,60635,8,60640,0,ok,"",2026-07-21 12:53:58.119946+00
64969,BNBUSDT,1m,ohlcv,60634,8,60639,0,ok,"",2026-07-21 12:52:54.975729+00
64968,XRPUSDT,1m,ohlcv,60632,9,60638,0,ok,"",2026-07-21 12:51:53.164675+00
64967,BNBUSDT,5m,ohlcv,373680,13,373690,0,ok,"",2026-07-21 12:51:43.214337+00
64966,SOLUSDT,1m,ohlcv,60631,9,60637,0,ok,"",2026-07-21 12:50:50.048994+00
64965,ETHUSDT,1m,ohlcv,57441,9,57447,0,ok,"",2026-07-21 12:49:49.429854+00
64964,BTCUSDT,1m,ohlcv,60631,9,60637,0,ok,"",2026-07-21 12:48:45.936357+00
64963,DOGEUSDT,1m,ohlcv,60628,9,60634,0,ok,"",2026-07-21 12:47:44.595226+00
64962,BNBUSDT,1m,ohlcv,60627,9,60633,0,ok,"",2026-07-21 12:46:36.48306+00
64961,XRPUSDT,1m,ohlcv,60626,9,60632,0,ok,"",2026-07-21 12:45:37.295113+00
64960,XRPUSDT,5m,ohlcv,373679,12,373688,0,quarantined,Data is stale: last candle 10 min ago,2026-07-21 12:45:25.712803+00
64959,SOLUSDT,1m,ohlcv,60625,9,60631,0,ok,"",2026-07-21 12:44:33.373326+00
64958,ETHUSDT,1m,ohlcv,57435,9,57441,0,ok,"",2026-07-21 12:43:27.80574+00
64957,BTCUSDT,1m,ohlcv,60625,9,60631,0,ok,"",2026-07-21 12:42:27.875589+00
64956,DOGEUSDT,1m,ohlcv,60622,9,60628,0,ok,"",2026-07-21 12:41:26.558111+00
64955,BNBUSDT,1m,ohlcv,60621,9,60627,0,ok,"",2026-07-21 12:40:17.630089+00
64954,XRPUSDT,1m,ohlcv,60619,10,60626,0,ok,"",2026-07-21 12:39:18.706888+00
64953,SOLUSDT,5m,ohlcv,373678,12,373687,0,ok,"",2026-07-21 12:39:02.528843+00
64952,SOLUSDT,1m,ohlcv,60618,10,60625,0,ok,"",2026-07-21 12:38:12.453684+00
64951,ETHUSDT,1m,ohlcv,57428,10,57435,0,ok,"",2026-07-21 12:37:08.949195+00
64950,BTCUSDT,1m,ohlcv,60618,10,60625,0,ok,"",2026-07-21 12:36:09.274984+00
64949,DOGEUSDT,1m,ohlcv,60615,10,60622,0,ok,"",2026-07-21 12:35:10.285308+00
64948,BNBUSDT,1m,ohlcv,60614,10,60621,0,ok,"",2026-07-21 12:34:06.298162+00
64947,XRPUSDT,1m,ohlcv,60613,9,60619,0,quarantined,Data is stale: last candle 2 min ago,2026-07-21 12:33:07.256197+00
64946,ETHUSDT,5m,ohlcv,373674,15,373686,0,ok,"",2026-07-21 12:32:41.025228+00
64945,SOLUSDT,1m,ohlcv,60612,9,60618,0,ok,"",2026-07-21 12:31:57.122199+00
64944,ETHUSDT,1m,ohlcv,57422,9,57428,0,ok,"",2026-07-21 12:30:50.97832+00
64943,BTCUSDT,1m,ohlcv,60612,9,60618,0,ok,"",2026-07-21 12:29:49.726621+00
64942,DOGEUSDT,1m,ohlcv,60608,10,60615,0,ok,"",2026-07-21 12:28:42.858192+00
64941,BNBUSDT,1m,ohlcv,60607,10,60614,0,ok,"",2026-07-21 12:27:28.892254+00
64940,XRPUSDT,1m,ohlcv,60606,10,60613,0,ok,"",2026-07-21 12:26:25.516048+00
64939,BTCUSDT,5m,ohlcv,373675,12,373684,0,quarantined,Data is stale: last candle 11 min ago,2026-07-21 12:26:09.124908+00
64938,SOLUSDT,1m,ohlcv,60605,10,60612,0,ok,"",2026-07-21 12:25:22.35737+00
64937,ETHUSDT,1m,ohlcv,57415,10,57422,0,ok,"",2026-07-21 12:24:18.94818+00
64936,BTCUSDT,1m,ohlcv,60605,10,60612,0,ok,"",2026-07-21 12:23:12.629253+00
64935,DOGEUSDT,1m,ohlcv,60601,10,60608,0,quarantined,Data is stale: last candle 2 min ago,2026-07-21 12:22:01.54587+00
64934,BNBUSDT,1m,ohlcv,60600,10,60607,0,ok,"",2026-07-21 12:20:52.592158+00
64933,XRPUSDT,1m,ohlcv,60599,10,60606,0,ok,"",2026-07-21 12:19:43.364997+00
64932,DOGEUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 12:18:55.897208+00
64931,BNBUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 12:18:53.751171+00
64930,XRPUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 12:18:51.704856+00
64929,SOLUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 12:18:49.657797+00
64928,ETHUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 12:18:47.939299+00
64927,BTCUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 12:18:45.899752+00
64926,DOGEUSDT,1h,open_interest_1h,31233,200,31234,0,ok,"",2026-07-21 12:18:44.072784+00
64925,BNBUSDT,1h,open_interest_1h,31233,200,31234,0,ok,"",2026-07-21 12:18:42.46988+00
64924,XRPUSDT,1h,open_interest_1h,31233,200,31234,0,ok,"",2026-07-21 12:18:40.338304+00
64923,SOLUSDT,1h,open_interest_1h,31233,200,31234,0,ok,"",2026-07-21 12:18:37.477677+00
64922,ETHUSDT,1h,open_interest_1h,31233,200,31234,0,ok,"",2026-07-21 12:18:34.52163+00
64921,BTCUSDT,1h,open_interest_1h,31233,200,31234,0,ok,"",2026-07-21 12:18:32.617947+00
64920,DOGEUSDT,8h,funding_rate,3929,200,3929,0,ok,"",2026-07-21 12:18:29.103436+00
64919,BNBUSDT,8h,funding_rate,3929,200,3929,0,ok,"",2026-07-21 12:18:27.005842+00
64918,XRPUSDT,8h,funding_rate,3929,200,3929,0,ok,"",2026-07-21 12:18:24.90084+00
64917,SOLUSDT,8h,funding_rate,3929,200,3929,0,ok,"",2026-07-21 12:18:22.30284+00
64916,ETHUSDT,8h,funding_rate,3929,200,3929,0,ok,"",2026-07-21 12:18:20.346424+00
64915,BTCUSDT,8h,funding_rate,3929,200,3929,0,ok,"",2026-07-21 12:18:18.14469+00
64914,DOGEUSDT,1h,ohlcv,31140,4,31141,0,ok,"",2026-07-21 12:18:16.955555+00
64913,SOLUSDT,1m,ohlcv,60598,10,60605,0,ok,"",2026-07-21 12:18:12.282058+00
64912,BNBUSDT,1h,ohlcv,31140,4,31141,0,ok,"",2026-07-21 12:17:35.01361+00
64911,ETHUSDT,1m,ohlcv,57408,10,57415,0,ok,"",2026-07-21 12:17:04.971016+00
64910,XRPUSDT,1h,ohlcv,31140,4,31141,0,ok,"",2026-07-21 12:16:58.865593+00
64909,SOLUSDT,1h,ohlcv,31140,4,31141,0,ok,"",2026-07-21 12:16:20.528476+00
64908,BTCUSDT,1m,ohlcv,60598,10,60605,0,ok,"",2026-07-21 12:16:03.436091+00
64907,ETHUSDT,1h,ohlcv,31140,4,31141,0,ok,"",2026-07-21 12:15:46.658913+00
64906,BTCUSDT,1h,ohlcv,31140,4,31141,0,ok,"",2026-07-21 12:15:13.670904+00
64905,DOGEUSDT,1m,ohlcv,60595,9,60601,0,quarantined,Data is stale: last candle 2 min ago,2026-07-21 12:15:03.496079+00
64904,DOGEUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 12:14:41.446178+00
64903,BNBUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 12:14:11.256257+00
64902,BNBUSDT,1m,ohlcv,60594,9,60600,0,ok,"",2026-07-21 12:13:58.704845+00
64901,XRPUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 12:13:42.669747+00
64900,SOLUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 12:13:12.039022+00
64899,XRPUSDT,1m,ohlcv,60593,9,60599,0,ok,"",2026-07-21 12:12:52.468423+00
64898,ETHUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 12:12:42.112326+00
64897,BTCUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 12:12:12.510498+00
64896,SOLUSDT,1m,ohlcv,60592,9,60598,0,ok,"",2026-07-21 12:11:48.799868+00
64895,DOGEUSDT,30m,ohlcv,62279,5,62281,0,ok,"",2026-07-21 12:11:41.324142+00
64894,ETHUSDT,1m,ohlcv,57402,9,57408,0,ok,"",2026-07-21 12:10:42.961211+00
64893,BNBUSDT,30m,ohlcv,62279,5,62281,0,ok,"",2026-07-21 12:10:28.84556+00
64892,BTCUSDT,1m,ohlcv,60592,9,60598,0,ok,"",2026-07-21 12:09:46.480351+00
64891,XRPUSDT,30m,ohlcv,62279,5,62281,0,ok,"",2026-07-21 12:09:24.638058+00
64890,DOGEUSDT,1m,ohlcv,60589,9,60595,0,ok,"",2026-07-21 12:08:47.522604+00
64889,SOLUSDT,30m,ohlcv,62279,5,62281,0,ok,"",2026-07-21 12:08:20.056093+00
64888,BNBUSDT,1m,ohlcv,60588,9,60594,0,ok,"",2026-07-21 12:07:40.281092+00
64887,ETHUSDT,30m,ohlcv,62279,5,62281,0,ok,"",2026-07-21 12:07:11.695475+00
64886,XRPUSDT,1m,ohlcv,60587,9,60593,0,ok,"",2026-07-21 12:06:36.999079+00
64885,BTCUSDT,30m,ohlcv,62279,5,62281,0,ok,"",2026-07-21 12:06:01.315098+00
64884,SOLUSDT,1m,ohlcv,60586,9,60592,0,ok,"",2026-07-21 12:05:33.000992+00
64883,DOGEUSDT,15m,ohlcv,124558,6,124561,0,ok,"",2026-07-21 12:04:58.892642+00
64882,ETHUSDT,1m,ohlcv,57396,9,57402,0,ok,"",2026-07-21 12:04:34.756641+00
64881,BTCUSDT,1m,ohlcv,60586,9,60592,0,ok,"",2026-07-21 12:03:36.251278+00
64880,BNBUSDT,15m,ohlcv,124557,7,124561,0,ok,"",2026-07-21 12:02:39.831225+00
64879,DOGEUSDT,1m,ohlcv,60583,9,60589,0,ok,"",2026-07-21 12:02:32.436363+00
64878,BNBUSDT,1m,ohlcv,60582,9,60588,0,ok,"",2026-07-21 12:01:26.344494+00
64877,XRPUSDT,15m,ohlcv,124557,6,124560,0,ok,"",2026-07-21 12:00:29.023071+00
64876,XRPUSDT,1m,ohlcv,60581,9,60587,0,ok,"",2026-07-21 12:00:20.430568+00
64875,SOLUSDT,1m,ohlcv,60580,9,60586,0,ok,"",2026-07-21 11:59:18.288874+00
64874,SOLUSDT,15m,ohlcv,124557,6,124560,0,ok,"",2026-07-21 11:58:21.623861+00
64873,ETHUSDT,1m,ohlcv,57390,9,57396,0,ok,"",2026-07-21 11:58:18.042151+00
64872,BTCUSDT,1m,ohlcv,60580,9,60586,0,ok,"",2026-07-21 11:57:19.509869+00
64871,DOGEUSDT,1m,ohlcv,60577,9,60583,0,ok,"",2026-07-21 11:56:20.713022+00
64870,ETHUSDT,15m,ohlcv,124557,6,124560,0,ok,"",2026-07-21 11:56:14.812853+00
64869,BNBUSDT,1m,ohlcv,60576,9,60582,0,ok,"",2026-07-21 11:55:13.216238+00
64868,XRPUSDT,1m,ohlcv,60574,10,60581,0,ok,"",2026-07-21 11:54:14.221099+00
64867,BTCUSDT,15m,ohlcv,124557,6,124560,0,ok,"",2026-07-21 11:54:05.494869+00
64866,SOLUSDT,1m,ohlcv,60573,10,60580,0,ok,"",2026-07-21 11:53:13.678233+00
64865,ETHUSDT,1m,ohlcv,57383,10,57390,0,ok,"",2026-07-21 11:52:12.361208+00
64864,DOGEUSDT,5m,ohlcv,373668,13,373678,0,ok,"",2026-07-21 11:52:02.935731+00
64863,BTCUSDT,1m,ohlcv,60573,10,60580,0,ok,"",2026-07-21 11:51:16.759296+00
64862,DOGEUSDT,1m,ohlcv,60570,10,60577,0,ok,"",2026-07-21 11:50:08.85406+00
64861,BNBUSDT,1m,ohlcv,60569,10,60576,0,ok,"",2026-07-21 11:49:03.772522+00
64860,XRPUSDT,1m,ohlcv,60568,9,60574,0,quarantined,Data is stale: last candle 2 min ago,2026-07-21 11:48:03.666932+00
64859,SOLUSDT,1m,ohlcv,60567,9,60573,0,ok,"",2026-07-21 11:46:59.692853+00
64858,ETHUSDT,1m,ohlcv,57377,9,57383,0,ok,"",2026-07-21 11:45:58.346848+00
64857,BNBUSDT,5m,ohlcv,373667,12,373676,0,quarantined,Data is stale: last candle 10 min ago,2026-07-21 11:45:18.165404+00
64856,BTCUSDT,1m,ohlcv,60567,9,60573,0,ok,"",2026-07-21 11:44:56.16165+00
64855,DOGEUSDT,1m,ohlcv,60564,9,60570,0,ok,"",2026-07-21 11:43:54.773388+00
64854,BNBUSDT,1m,ohlcv,60563,9,60569,0,ok,"",2026-07-21 11:42:47.153775+00
64853,XRPUSDT,1m,ohlcv,60562,9,60568,0,ok,"",2026-07-21 11:41:43.293202+00
64852,SOLUSDT,1m,ohlcv,60561,9,60567,0,ok,"",2026-07-21 11:40:43.757924+00
64851,ETHUSDT,1m,ohlcv,57368,12,57377,0,ok,"",2026-07-21 11:39:37.955082+00
64850,XRPUSDT,5m,ohlcv,373664,14,373675,0,ok,"",2026-07-21 11:39:02.182839+00
64849,BTCUSDT,1m,ohlcv,60559,11,60567,0,ok,"",2026-07-21 11:38:39.152096+00
64848,DOGEUSDT,1m,ohlcv,60556,11,60564,0,ok,"",2026-07-21 11:37:35.947693+00
64847,BNBUSDT,1m,ohlcv,60555,11,60563,0,ok,"",2026-07-21 11:36:28.737943+00
64846,XRPUSDT,1m,ohlcv,60554,11,60562,0,ok,"",2026-07-21 11:35:29.30638+00
64845,SOLUSDT,1m,ohlcv,60553,11,60561,0,ok,"",2026-07-21 11:34:43.241761+00
64844,ETHUSDT,1m,ohlcv,57363,9,57369,0,quarantined,Data is stale: last candle 4 min ago,2026-07-21 11:33:54.043464+00
64843,SOLUSDT,5m,ohlcv,373664,0,0,0,error,"Failed after 6 attempts: HTTPSConnectionPool(host='api.bybit.com', port=443): Max retries exceeded with url: /v5/market/kline?category=linear&symbol=SOLUSDT&interval=5&start=1784629500000&end=1784633483917&limit=1000 (Caused by NameResolutionError(""HTTPSConnection(host='api.bybit.com', port=443): Failed to resolve 'api.bybit.com' ([Errno -3] Temporary failure in name resolution)""))",2026-07-21 11:33:13.967167+00
64842,ETHUSDT,5m,ohlcv,373663,14,373674,0,ok,"",2026-07-21 11:31:23.643056+00
64841,BTCUSDT,1m,ohlcv,60553,9,60559,0,ok,"",2026-07-21 11:30:26.224642+00
64840,DOGEUSDT,1m,ohlcv,60550,9,60556,0,ok,"",2026-07-21 11:29:41.004958+00
64839,BNBUSDT,1m,ohlcv,60549,9,60555,0,ok,"",2026-07-21 11:28:34.677777+00
64838,BTCUSDT,5m,ohlcv,373662,14,373673,0,ok,"",2026-07-21 11:27:46.229651+00
64837,XRPUSDT,1m,ohlcv,60548,9,60554,0,ok,"",2026-07-21 11:27:36.61541+00
64836,SOLUSDT,1m,ohlcv,60552,4,60553,0,ok,"",2026-07-21 11:26:37.556872+00
64835,ETHUSDT,1m,ohlcv,57362,4,57363,0,ok,"",2026-07-21 11:25:37.657984+00
64834,BTCUSDT,1m,ohlcv,60552,4,60553,0,ok,"",2026-07-21 11:24:45.279076+00
64833,DOGEUSDT,1m,ohlcv,60549,4,60550,0,ok,"",2026-07-21 11:23:44.410063+00
64832,BNBUSDT,1m,ohlcv,60548,4,60549,0,ok,"",2026-07-21 11:22:39.915421+00
64831,DOGEUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 11:21:39.772219+00
64830,XRPUSDT,1m,ohlcv,60547,4,60548,0,ok,"",2026-07-21 11:21:38.712881+00
64829,BNBUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 11:21:37.480091+00
64828,XRPUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 11:21:35.476088+00
64827,SOLUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 11:21:33.929374+00
64826,ETHUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 11:21:31.478113+00
64825,BTCUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 11:21:29.434648+00
64824,DOGEUSDT,1h,open_interest_1h,31232,200,31233,0,ok,"",2026-07-21 11:21:27.879577+00
64823,BNBUSDT,1h,open_interest_1h,31232,200,31233,0,ok,"",2026-07-21 11:21:25.318798+00
64822,XRPUSDT,1h,open_interest_1h,31232,200,31233,0,ok,"",2026-07-21 11:21:23.547981+00
64821,SOLUSDT,1h,open_interest_1h,31232,200,31233,0,ok,"",2026-07-21 11:21:21.534964+00
64820,ETHUSDT,1h,open_interest_1h,31232,200,31233,0,ok,"",2026-07-21 11:21:19.561368+00
64819,BTCUSDT,1h,open_interest_1h,31232,200,31233,0,ok,"",2026-07-21 11:21:17.538474+00
64818,DOGEUSDT,8h,funding_rate,3929,200,3929,0,ok,"",2026-07-21 11:21:15.401683+00
64817,BNBUSDT,8h,funding_rate,3929,200,3929,0,ok,"",2026-07-21 11:21:13.416398+00
64816,XRPUSDT,8h,funding_rate,3929,200,3929,0,ok,"",2026-07-21 11:21:11.255607+00
64815,SOLUSDT,8h,funding_rate,3929,200,3929,0,ok,"",2026-07-21 11:21:09.465846+00
64814,ETHUSDT,8h,funding_rate,3929,200,3929,0,ok,"",2026-07-21 11:21:07.198444+00
64813,BTCUSDT,8h,funding_rate,3929,200,3929,0,ok,"",2026-07-21 11:21:05.163685+00
64812,DOGEUSDT,1h,ohlcv,31139,4,31140,0,ok,"",2026-07-21 11:21:04.020656+00
64811,SOLUSDT,1m,ohlcv,60546,4,60547,0,ok,"",2026-07-21 11:20:37.702458+00
64810,BNBUSDT,1h,ohlcv,31139,4,31140,0,ok,"",2026-07-21 11:20:26.264328+00
64809,XRPUSDT,1h,ohlcv,31139,4,31140,0,ok,"",2026-07-21 11:19:52.140984+00
64808,ETHUSDT,1m,ohlcv,57356,4,57357,0,ok,"",2026-07-21 11:19:35.990663+00
64807,SOLUSDT,1h,ohlcv,31139,4,31140,0,ok,"",2026-07-21 11:19:20.599476+00
64806,ETHUSDT,1h,ohlcv,31139,4,31140,0,ok,"",2026-07-21 11:18:47.297821+00
64805,BTCUSDT,1m,ohlcv,60546,4,60547,0,ok,"",2026-07-21 11:18:35.646136+00
64804,BTCUSDT,1h,ohlcv,31139,4,31140,0,ok,"",2026-07-21 11:18:15.974475+00
64803,DOGEUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 11:17:40.952544+00
64802,DOGEUSDT,1m,ohlcv,60543,4,60544,0,ok,"",2026-07-21 11:17:34.330344+00
64801,BNBUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 11:17:11.694985+00
64800,XRPUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 11:16:41.943695+00
64799,BNBUSDT,1m,ohlcv,60536,10,60543,0,ok,"",2026-07-21 11:16:27.14921+00
64798,SOLUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 11:16:13.603088+00
64797,ETHUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 11:15:41.373498+00
64796,BTCUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 11:15:14.127846+00
64795,XRPUSDT,1m,ohlcv,60535,10,60542,0,ok,"",2026-07-21 11:15:11.69004+00
64794,DOGEUSDT,30m,ohlcv,62277,5,62279,0,ok,"",2026-07-21 11:14:44.872853+00
64793,SOLUSDT,1m,ohlcv,60534,10,60541,0,ok,"",2026-07-21 11:14:10.504408+00
64792,BNBUSDT,30m,ohlcv,62277,5,62279,0,ok,"",2026-07-21 11:13:29.098377+00
64791,ETHUSDT,1m,ohlcv,57350,4,57351,0,ok,"",2026-07-21 11:13:05.836787+00
64790,XRPUSDT,30m,ohlcv,62277,5,62279,0,ok,"",2026-07-21 11:12:23.766849+00
64789,BTCUSDT,1m,ohlcv,60534,10,60541,0,ok,"",2026-07-21 11:12:04.095088+00
64788,SOLUSDT,30m,ohlcv,62277,5,62279,0,ok,"",2026-07-21 11:11:21.404866+00
64787,DOGEUSDT,1m,ohlcv,60531,9,60537,0,quarantined,Data is stale: last candle 2 min ago,2026-07-21 11:11:01.189178+00
64786,ETHUSDT,30m,ohlcv,62277,5,62279,0,ok,"",2026-07-21 11:10:12.751632+00
64785,BNBUSDT,1m,ohlcv,60530,9,60536,0,ok,"",2026-07-21 11:09:49.019624+00
64784,BTCUSDT,30m,ohlcv,62277,5,62279,0,ok,"",2026-07-21 11:09:07.436124+00
64783,XRPUSDT,1m,ohlcv,60529,9,60535,0,ok,"",2026-07-21 11:08:47.440454+00
64782,DOGEUSDT,15m,ohlcv,124553,7,124557,0,ok,"",2026-07-21 11:08:00.719386+00
64781,SOLUSDT,1m,ohlcv,60528,9,60534,0,ok,"",2026-07-21 11:07:42.45586+00
64780,ETHUSDT,1m,ohlcv,57338,9,57344,0,ok,"",2026-07-21 11:06:38.957816+00
64779,BNBUSDT,15m,ohlcv,124553,7,124557,0,ok,"",2026-07-21 11:05:44.466161+00
64778,BTCUSDT,1m,ohlcv,60528,9,60534,0,ok,"",2026-07-21 11:05:38.002607+00
64777,DOGEUSDT,1m,ohlcv,60525,9,60531,0,ok,"",2026-07-21 11:04:28.585152+00
64776,XRPUSDT,15m,ohlcv,124553,7,124557,0,ok,"",2026-07-21 11:03:31.840442+00
64775,BNBUSDT,1m,ohlcv,60524,9,60530,0,ok,"",2026-07-21 11:03:23.098089+00
64774,XRPUSDT,1m,ohlcv,60523,9,60529,0,ok,"",2026-07-21 11:02:21.686483+00
64773,SOLUSDT,1m,ohlcv,60521,10,60528,0,ok,"",2026-07-21 11:01:20.67898+00
64772,SOLUSDT,15m,ohlcv,124553,6,124556,0,ok,"",2026-07-21 11:01:20.175856+00
64771,ETHUSDT,1m,ohlcv,57331,10,57338,0,ok,"",2026-07-21 11:00:17.932451+00
64770,BTCUSDT,1m,ohlcv,60521,10,60528,0,ok,"",2026-07-21 10:59:15.169139+00
64769,ETHUSDT,15m,ohlcv,124552,7,124556,0,ok,"",2026-07-21 10:59:06.272683+00
64768,DOGEUSDT,1m,ohlcv,60518,10,60525,0,ok,"",2026-07-21 10:58:12.534372+00
64767,BNBUSDT,1m,ohlcv,60517,10,60524,0,ok,"",2026-07-21 10:57:04.512739+00
64766,BTCUSDT,15m,ohlcv,124552,7,124556,0,ok,"",2026-07-21 10:56:55.26188+00
