id,symbol,timeframe,data_type,rows_existing,rows_fetched,rows_final,gaps_found,status,issues,fetched_at
63986,ETHUSDT,1m,ohlcv,56885,5,56887,0,ok,"",2026-07-21 03:29:34.738914+00
63985,SOLUSDT,15m,ohlcv,124522,7,124526,0,ok,"",2026-07-21 03:29:08.578675+00
63984,BTCUSDT,1m,ohlcv,60075,5,60077,0,ok,"",2026-07-21 03:28:35.93808+00
63983,DOGEUSDT,1m,ohlcv,60072,5,60074,0,ok,"",2026-07-21 03:27:31.259832+00
63982,ETHUSDT,15m,ohlcv,124522,7,124526,0,ok,"",2026-07-21 03:26:56.555135+00
63981,BNBUSDT,1m,ohlcv,60071,5,60073,0,ok,"",2026-07-21 03:26:28.640494+00
63980,XRPUSDT,1m,ohlcv,60070,5,60072,0,ok,"",2026-07-21 03:25:26.116194+00
63979,BTCUSDT,15m,ohlcv,124522,7,124526,0,ok,"",2026-07-21 03:24:51.262716+00
63978,SOLUSDT,1m,ohlcv,60069,5,60071,0,ok,"",2026-07-21 03:24:26.877078+00
63977,ETHUSDT,1m,ohlcv,56879,5,56881,0,ok,"",2026-07-21 03:23:23.620682+00
63976,DOGEUSDT,5m,ohlcv,373564,15,373576,0,ok,"",2026-07-21 03:22:45.890117+00
63975,BTCUSDT,1m,ohlcv,60069,5,60071,0,ok,"",2026-07-21 03:22:26.878856+00
63974,DOGEUSDT,1m,ohlcv,60061,10,60068,0,ok,"",2026-07-21 03:21:26.733706+00
63973,BNBUSDT,1m,ohlcv,60065,5,60067,0,ok,"",2026-07-21 03:20:12.234086+00
63972,XRPUSDT,1m,ohlcv,60059,10,60066,0,ok,"",2026-07-21 03:19:12.920624+00
63971,SOLUSDT,1m,ohlcv,60062,6,60065,0,ok,"",2026-07-21 03:18:09.421443+00
63970,ETHUSDT,1m,ohlcv,56872,6,56875,0,ok,"",2026-07-21 03:17:03.279867+00
63969,BTCUSDT,1m,ohlcv,60062,5,60064,0,quarantined,Data is stale: last candle 2 min ago,2026-07-21 03:16:04.81802+00
63968,BNBUSDT,5m,ohlcv,373563,14,373574,0,quarantined,Data is stale: last candle 11 min ago,2026-07-21 03:15:59.73287+00
63967,DOGEUSDT,1m,ohlcv,60059,5,60061,0,ok,"",2026-07-21 03:14:58.525693+00
63966,BNBUSDT,1m,ohlcv,60058,5,60060,0,ok,"",2026-07-21 03:13:55.272411+00
63965,XRPUSDT,1m,ohlcv,60057,5,60059,0,ok,"",2026-07-21 03:12:56.257851+00
63964,SOLUSDT,1m,ohlcv,60056,5,60058,0,ok,"",2026-07-21 03:11:53.613043+00
63963,ETHUSDT,1m,ohlcv,56866,5,56868,0,ok,"",2026-07-21 03:10:51.407227+00
63962,BTCUSDT,1m,ohlcv,60056,5,60058,0,ok,"",2026-07-21 03:09:50.663924+00
63961,XRPUSDT,5m,ohlcv,373561,15,373573,0,ok,"",2026-07-21 03:09:49.367447+00
63960,DOGEUSDT,1m,ohlcv,60053,5,60055,0,ok,"",2026-07-21 03:08:52.756866+00
63959,BNBUSDT,1m,ohlcv,60052,5,60054,0,ok,"",2026-07-21 03:07:45.446341+00
63958,XRPUSDT,1m,ohlcv,60051,5,60053,0,ok,"",2026-07-21 03:06:40.826457+00
63957,SOLUSDT,1m,ohlcv,60050,5,60052,0,ok,"",2026-07-21 03:05:40.353168+00
63956,ETHUSDT,1m,ohlcv,56860,5,56862,0,ok,"",2026-07-21 03:04:34.452095+00
63955,BTCUSDT,1m,ohlcv,60050,5,60052,0,ok,"",2026-07-21 03:03:35.078338+00
63954,SOLUSDT,5m,ohlcv,373560,15,373572,0,ok,"",2026-07-21 03:03:28.911877+00
63953,DOGEUSDT,1m,ohlcv,60047,5,60049,0,ok,"",2026-07-21 03:02:33.884334+00
63952,BNBUSDT,1m,ohlcv,60046,5,60048,0,ok,"",2026-07-21 03:01:25.716626+00
63951,XRPUSDT,1m,ohlcv,60041,9,60047,0,ok,"",2026-07-21 03:00:25.149743+00
63950,SOLUSDT,1m,ohlcv,60043,6,60046,0,ok,"",2026-07-21 02:59:24.070876+00
63949,ETHUSDT,1m,ohlcv,56853,6,56856,0,ok,"",2026-07-21 02:58:25.913162+00
63948,BTCUSDT,1m,ohlcv,60043,6,60046,0,ok,"",2026-07-21 02:57:28.654272+00
63947,ETHUSDT,5m,ohlcv,373559,15,373571,0,ok,"",2026-07-21 02:56:58.473181+00
63946,DOGEUSDT,1m,ohlcv,60040,6,60043,0,ok,"",2026-07-21 02:56:22.469991+00
63945,BNBUSDT,1m,ohlcv,60039,6,60042,0,ok,"",2026-07-21 02:55:15.480827+00
63944,XRPUSDT,1m,ohlcv,60038,6,60041,0,ok,"",2026-07-21 02:54:15.027404+00
63943,SOLUSDT,1m,ohlcv,60037,6,60040,0,ok,"",2026-07-21 02:53:20.134077+00
63942,ETHUSDT,1m,ohlcv,56847,6,56850,0,ok,"",2026-07-21 02:52:23.461033+00
63941,BTCUSDT,1m,ohlcv,60038,5,60040,0,ok,"",2026-07-21 02:51:25.233407+00
63940,BTCUSDT,5m,ohlcv,373558,14,373569,0,quarantined,Data is stale: last candle 11 min ago,2026-07-21 02:50:46.431896+00
63939,DOGEUSDT,1m,ohlcv,60031,9,60037,0,ok,"",2026-07-21 02:50:28.570074+00
63938,BNBUSDT,1m,ohlcv,60033,6,60036,0,ok,"",2026-07-21 02:49:25.032188+00
63937,XRPUSDT,1m,ohlcv,60032,6,60035,0,ok,"",2026-07-21 02:48:38.055353+00
63936,SOLUSDT,1m,ohlcv,60032,5,60034,0,ok,"",2026-07-21 02:47:40.260846+00
63935,ETHUSDT,1m,ohlcv,56842,5,56844,0,ok,"",2026-07-21 02:46:44.432338+00
63934,BTCUSDT,1m,ohlcv,60032,5,60034,0,ok,"",2026-07-21 02:45:47.044053+00
63933,DOGEUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 02:44:56.494659+00
63932,BNBUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 02:44:54.955884+00
63931,XRPUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 02:44:52.493744+00
63930,SOLUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 02:44:50.440353+00
63929,DOGEUSDT,1m,ohlcv,60025,9,60031,0,ok,"",2026-07-21 02:44:49.6558+00
63928,ETHUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 02:44:48.49998+00
63927,BTCUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 02:44:46.48097+00
63926,DOGEUSDT,1h,open_interest_1h,31223,200,31224,0,ok,"",2026-07-21 02:44:44.955148+00
63925,BNBUSDT,1h,open_interest_1h,31223,200,31224,0,ok,"",2026-07-21 02:44:43.129072+00
63924,XRPUSDT,1h,open_interest_1h,31223,200,31224,0,ok,"",2026-07-21 02:44:41.001139+00
63923,SOLUSDT,1h,open_interest_1h,31223,200,31224,0,ok,"",2026-07-21 02:44:38.789501+00
63922,ETHUSDT,1h,open_interest_1h,31223,200,31224,0,ok,"",2026-07-21 02:44:37.045879+00
63921,BTCUSDT,1h,open_interest_1h,31223,200,31224,0,ok,"",2026-07-21 02:44:35.233865+00
63920,DOGEUSDT,8h,funding_rate,3928,200,3928,0,ok,"",2026-07-21 02:44:32.549532+00
63919,BNBUSDT,8h,funding_rate,3928,200,3928,0,ok,"",2026-07-21 02:44:30.471189+00
63918,XRPUSDT,8h,funding_rate,3928,200,3928,0,ok,"",2026-07-21 02:44:28.437919+00
63917,SOLUSDT,8h,funding_rate,3928,200,3928,0,ok,"",2026-07-21 02:44:26.490452+00
63916,ETHUSDT,8h,funding_rate,3928,200,3928,0,ok,"",2026-07-21 02:44:24.42994+00
63915,BTCUSDT,8h,funding_rate,3928,200,3928,0,ok,"",2026-07-21 02:44:22.39032+00
63914,DOGEUSDT,1h,ohlcv,31130,4,31131,0,ok,"",2026-07-21 02:44:21.240408+00
63913,BNBUSDT,1m,ohlcv,60028,5,60030,0,ok,"",2026-07-21 02:43:53.089489+00
63912,BNBUSDT,1h,ohlcv,31130,4,31131,0,ok,"",2026-07-21 02:43:48.715262+00
63911,XRPUSDT,1h,ohlcv,31130,4,31131,0,ok,"",2026-07-21 02:43:17.795321+00
63910,XRPUSDT,1m,ohlcv,60027,5,60029,0,ok,"",2026-07-21 02:42:57.623785+00
63909,SOLUSDT,1h,ohlcv,31130,4,31131,0,ok,"",2026-07-21 02:42:48.453533+00
63908,ETHUSDT,1h,ohlcv,31130,4,31131,0,ok,"",2026-07-21 02:42:18.426908+00
63907,SOLUSDT,1m,ohlcv,60026,5,60028,0,ok,"",2026-07-21 02:41:59.830344+00
63906,BTCUSDT,1h,ohlcv,31130,4,31131,0,ok,"",2026-07-21 02:41:46.86609+00
63905,DOGEUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 02:41:11.148378+00
63904,ETHUSDT,1m,ohlcv,56836,6,56839,0,ok,"",2026-07-21 02:40:57.878747+00
63903,BNBUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 02:40:41.949483+00
63902,XRPUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 02:40:15.950588+00
63901,BTCUSDT,1m,ohlcv,60026,5,60028,0,quarantined,Data is stale: last candle 2 min ago,2026-07-21 02:40:01.222229+00
63900,SOLUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 02:39:49.222846+00
63899,ETHUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 02:39:20.928934+00
63898,DOGEUSDT,1m,ohlcv,60023,5,60025,0,ok,"",2026-07-21 02:38:57.561587+00
63897,BTCUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 02:38:51.194617+00
63896,DOGEUSDT,30m,ohlcv,62260,5,62262,0,ok,"",2026-07-21 02:38:23.508913+00
63895,BNBUSDT,1m,ohlcv,60018,9,60024,0,ok,"",2026-07-21 02:37:53.764501+00
63894,BNBUSDT,30m,ohlcv,62260,5,62262,0,ok,"",2026-07-21 02:37:18.644726+00
63893,XRPUSDT,1m,ohlcv,60020,6,60023,0,ok,"",2026-07-21 02:36:55.214344+00
63892,XRPUSDT,30m,ohlcv,62260,5,62262,0,ok,"",2026-07-21 02:36:13.357844+00
63891,SOLUSDT,1m,ohlcv,60019,6,60022,0,ok,"",2026-07-21 02:35:55.309086+00
63890,SOLUSDT,30m,ohlcv,62260,5,62262,0,ok,"",2026-07-21 02:35:08.547111+00
63889,ETHUSDT,1m,ohlcv,56830,5,56832,0,ok,"",2026-07-21 02:34:53.040627+00
63888,ETHUSDT,30m,ohlcv,62260,5,62262,0,ok,"",2026-07-21 02:34:02.393962+00
63887,BTCUSDT,1m,ohlcv,60017,8,60022,0,ok,"",2026-07-21 02:33:53.897194+00
63886,BTCUSDT,30m,ohlcv,62260,5,62262,0,ok,"",2026-07-21 02:32:59.557841+00
63885,DOGEUSDT,1m,ohlcv,60016,6,60019,0,ok,"",2026-07-21 02:32:56.419697+00
63884,DOGEUSDT,15m,ohlcv,124519,6,124522,0,ok,"",2026-07-21 02:31:54.916308+00
63883,BNBUSDT,1m,ohlcv,60015,6,60018,0,ok,"",2026-07-21 02:31:54.203561+00
63882,XRPUSDT,1m,ohlcv,60014,6,60017,0,ok,"",2026-07-21 02:30:55.308484+00
63881,SOLUSDT,1m,ohlcv,60013,6,60016,0,ok,"",2026-07-21 02:29:54.868361+00
63880,BNBUSDT,15m,ohlcv,124518,7,124522,0,ok,"",2026-07-21 02:29:40.891471+00
63879,ETHUSDT,1m,ohlcv,56823,7,56827,0,ok,"",2026-07-21 02:28:56.979147+00
63878,BTCUSDT,1m,ohlcv,60013,7,60017,0,ok,"",2026-07-21 02:28:00.447391+00
63877,XRPUSDT,15m,ohlcv,124518,7,124522,0,ok,"",2026-07-21 02:27:43.284868+00
63876,DOGEUSDT,1m,ohlcv,60010,7,60014,0,ok,"",2026-07-21 02:27:02.384313+00
63875,BNBUSDT,1m,ohlcv,60009,7,60013,0,ok,"",2026-07-21 02:26:00.497849+00
63874,SOLUSDT,15m,ohlcv,124518,7,124522,0,ok,"",2026-07-21 02:25:41.934854+00
63873,XRPUSDT,1m,ohlcv,60008,7,60012,0,ok,"",2026-07-21 02:25:01.43947+00
63872,SOLUSDT,1m,ohlcv,60007,7,60011,0,ok,"",2026-07-21 02:24:04.444729+00
63871,ETHUSDT,15m,ohlcv,124518,7,124522,0,ok,"",2026-07-21 02:23:32.781627+00
63870,ETHUSDT,1m,ohlcv,56817,7,56821,0,ok,"",2026-07-21 02:23:04.202638+00
63869,BTCUSDT,1m,ohlcv,60007,7,60011,0,ok,"",2026-07-21 02:22:09.604571+00
63868,BTCUSDT,15m,ohlcv,124518,7,124522,0,ok,"",2026-07-21 02:21:28.594944+00
63867,DOGEUSDT,1m,ohlcv,60004,7,60008,0,ok,"",2026-07-21 02:21:09.309513+00
63866,BNBUSDT,1m,ohlcv,60003,6,60006,0,quarantined,Data is stale: last candle 2 min ago,2026-07-21 02:20:00.458082+00
63865,DOGEUSDT,5m,ohlcv,373551,15,373563,0,ok,"",2026-07-21 02:19:20.971323+00
63864,XRPUSDT,1m,ohlcv,60002,6,60005,0,ok,"",2026-07-21 02:18:58.387756+00
63863,SOLUSDT,1m,ohlcv,60001,6,60004,0,ok,"",2026-07-21 02:17:58.085738+00
63862,ETHUSDT,1m,ohlcv,56811,7,56815,0,ok,"",2026-07-21 02:16:56.944004+00
63861,BTCUSDT,1m,ohlcv,60001,6,60004,0,quarantined,Data is stale: last candle 2 min ago,2026-07-21 02:16:00.059499+00
63860,DOGEUSDT,1m,ohlcv,59998,6,60001,0,ok,"",2026-07-21 02:14:58.533049+00
63859,BNBUSDT,1m,ohlcv,59997,6,60000,0,ok,"",2026-07-21 02:13:52.290634+00
63858,XRPUSDT,1m,ohlcv,59996,6,59999,0,ok,"",2026-07-21 02:12:49.718788+00
63857,BNBUSDT,5m,ohlcv,373550,15,373562,0,ok,"",2026-07-21 02:12:41.238977+00
63856,SOLUSDT,1m,ohlcv,59995,6,59998,0,ok,"",2026-07-21 02:11:50.300297+00
63855,ETHUSDT,1m,ohlcv,56805,6,56808,0,ok,"",2026-07-21 02:10:51.78405+00
63854,BTCUSDT,1m,ohlcv,59995,6,59998,0,ok,"",2026-07-21 02:09:57.350788+00
63853,DOGEUSDT,1m,ohlcv,59992,6,59995,0,ok,"",2026-07-21 02:08:52.601945+00
63852,BNBUSDT,1m,ohlcv,59991,6,59994,0,ok,"",2026-07-21 02:07:45.174087+00
63851,XRPUSDT,1m,ohlcv,59990,6,59993,0,ok,"",2026-07-21 02:06:45.314574+00
63850,XRPUSDT,5m,ohlcv,373548,16,373561,0,ok,"",2026-07-21 02:06:22.12798+00
63849,SOLUSDT,1m,ohlcv,59989,6,59992,0,ok,"",2026-07-21 02:05:46.475338+00
63848,ETHUSDT,1m,ohlcv,56799,6,56802,0,ok,"",2026-07-21 02:04:47.327904+00
63847,BTCUSDT,1m,ohlcv,59989,6,59992,0,ok,"",2026-07-21 02:03:48.310199+00
63846,DOGEUSDT,1m,ohlcv,59986,6,59989,0,ok,"",2026-07-21 02:02:46.016305+00
63845,BNBUSDT,1m,ohlcv,59985,6,59988,0,ok,"",2026-07-21 02:01:41.797261+00
63844,XRPUSDT,1m,ohlcv,59984,6,59987,0,ok,"",2026-07-21 02:00:38.694383+00
63843,SOLUSDT,5m,ohlcv,373547,15,373559,0,quarantined,Data is stale: last candle 10 min ago,2026-07-21 02:00:05.832875+00
63842,SOLUSDT,1m,ohlcv,59983,6,59986,0,ok,"",2026-07-21 01:59:42.743487+00
63841,ETHUSDT,1m,ohlcv,56793,6,56796,0,ok,"",2026-07-21 01:58:41.570683+00
63840,BTCUSDT,1m,ohlcv,59983,6,59986,0,ok,"",2026-07-21 01:57:48.605524+00
63839,DOGEUSDT,1m,ohlcv,59980,6,59983,0,ok,"",2026-07-21 01:56:45.749886+00
63838,BNBUSDT,1m,ohlcv,59979,6,59982,0,ok,"",2026-07-21 01:55:43.487936+00
63837,XRPUSDT,1m,ohlcv,59978,6,59981,0,ok,"",2026-07-21 01:54:42.478888+00
63836,ETHUSDT,5m,ohlcv,373546,15,373558,0,ok,"",2026-07-21 01:53:59.279936+00
63835,SOLUSDT,1m,ohlcv,59977,6,59980,0,ok,"",2026-07-21 01:53:46.302314+00
63834,ETHUSDT,1m,ohlcv,56787,6,56790,0,ok,"",2026-07-21 01:52:42.972205+00
63833,BTCUSDT,1m,ohlcv,59977,6,59980,0,ok,"",2026-07-21 01:51:41.685171+00
63832,DOGEUSDT,1m,ohlcv,59974,6,59977,0,ok,"",2026-07-21 01:50:43.974771+00
63831,BNBUSDT,1m,ohlcv,59973,6,59976,0,ok,"",2026-07-21 01:49:38.230343+00
63830,XRPUSDT,1m,ohlcv,59972,6,59975,0,ok,"",2026-07-21 01:48:42.136268+00
63829,BTCUSDT,5m,ohlcv,373545,15,373557,0,ok,"",2026-07-21 01:47:51.835006+00
63828,SOLUSDT,1m,ohlcv,59971,6,59974,0,ok,"",2026-07-21 01:47:40.61078+00
63827,ETHUSDT,1m,ohlcv,56781,6,56784,0,ok,"",2026-07-21 01:46:38.004482+00
63826,BTCUSDT,1m,ohlcv,59971,6,59974,0,ok,"",2026-07-21 01:45:42.589135+00
63825,DOGEUSDT,1m,ohlcv,59968,6,59971,0,ok,"",2026-07-21 01:44:51.729414+00
63824,BNBUSDT,1m,ohlcv,59967,6,59970,0,ok,"",2026-07-21 01:43:47.594093+00
63823,XRPUSDT,1m,ohlcv,59966,6,59969,0,ok,"",2026-07-21 01:42:47.451378+00
63822,DOGEUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 01:41:55.461058+00
63821,BNBUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 01:41:53.512097+00
63820,XRPUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 01:41:51.400035+00
63819,SOLUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 01:41:49.418667+00
63818,SOLUSDT,1m,ohlcv,59965,6,59968,0,ok,"",2026-07-21 01:41:49.069986+00
63817,ETHUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 01:41:47.470418+00
63816,BTCUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-21 01:41:45.375921+00
63815,DOGEUSDT,1d,ohlcv,566,4,567,0,ok,"",2026-07-21 01:41:43.899742+00
63814,BNBUSDT,1d,ohlcv,566,4,567,0,ok,"",2026-07-21 01:41:42.022587+00
63813,XRPUSDT,1d,ohlcv,566,4,567,0,ok,"",2026-07-21 01:41:39.916126+00
63812,SOLUSDT,1d,ohlcv,566,4,567,0,ok,"",2026-07-21 01:41:37.907123+00
63811,ETHUSDT,1d,ohlcv,566,4,567,0,ok,"",2026-07-21 01:41:36.165868+00
63810,BTCUSDT,1d,ohlcv,566,4,567,0,ok,"",2026-07-21 01:41:33.770872+00
63809,DOGEUSDT,4h,ohlcv,7783,3,7783,0,ok,"",2026-07-21 01:41:32.480787+00
63808,BNBUSDT,4h,ohlcv,7783,3,7783,0,ok,"",2026-07-21 01:41:22.774472+00
63807,XRPUSDT,4h,ohlcv,7783,3,7783,0,ok,"",2026-07-21 01:41:13.180748+00
63806,SOLUSDT,4h,ohlcv,7783,3,7783,0,ok,"",2026-07-21 01:41:05.242466+00
63805,ETHUSDT,4h,ohlcv,7783,3,7783,0,ok,"",2026-07-21 01:40:57.228628+00
63804,ETHUSDT,1m,ohlcv,56775,7,56779,0,ok,"",2026-07-21 01:40:57.19101+00
63803,BTCUSDT,4h,ohlcv,7783,3,7783,0,ok,"",2026-07-21 01:40:48.111874+00
63802,DOGEUSDT,1h,open_interest_1h,31222,200,31223,0,ok,"",2026-07-21 01:40:39.486657+00
63801,BNBUSDT,1h,open_interest_1h,31222,200,31223,0,ok,"",2026-07-21 01:40:37.263199+00
63800,XRPUSDT,1h,open_interest_1h,31222,200,31223,0,ok,"",2026-07-21 01:40:35.17112+00
63799,SOLUSDT,1h,open_interest_1h,31222,200,31223,0,ok,"",2026-07-21 01:40:33.28127+00
63798,ETHUSDT,1h,open_interest_1h,31222,200,31223,0,ok,"",2026-07-21 01:40:31.327795+00
63797,BTCUSDT,1h,open_interest_1h,31222,200,31223,0,ok,"",2026-07-21 01:40:29.357643+00
63796,DOGEUSDT,8h,funding_rate,3928,200,3928,0,ok,"",2026-07-21 01:40:26.936951+00
63795,BNBUSDT,8h,funding_rate,3928,200,3928,0,ok,"",2026-07-21 01:40:25.025421+00
63794,XRPUSDT,8h,funding_rate,3928,200,3928,0,ok,"",2026-07-21 01:40:22.833056+00
63793,SOLUSDT,8h,funding_rate,3928,200,3928,0,ok,"",2026-07-21 01:40:20.85599+00
63792,ETHUSDT,8h,funding_rate,3928,200,3928,0,ok,"",2026-07-21 01:40:18.951546+00
63791,BTCUSDT,8h,funding_rate,3928,200,3928,0,ok,"",2026-07-21 01:40:16.885287+00
63790,DOGEUSDT,1h,ohlcv,31129,4,31130,0,ok,"",2026-07-21 01:40:15.697994+00
63789,BTCUSDT,1m,ohlcv,59965,7,59969,0,ok,"",2026-07-21 01:40:05.74687+00
63788,BNBUSDT,1h,ohlcv,31129,4,31130,0,ok,"",2026-07-21 01:39:41.33567+00
63787,XRPUSDT,1h,ohlcv,31129,4,31130,0,ok,"",2026-07-21 01:39:09.568036+00
63786,DOGEUSDT,1m,ohlcv,59962,7,59966,0,ok,"",2026-07-21 01:39:07.065235+00
63785,SOLUSDT,1h,ohlcv,31129,4,31130,0,ok,"",2026-07-21 01:38:38.836122+00
63784,ETHUSDT,1h,ohlcv,31129,4,31130,0,ok,"",2026-07-21 01:38:07.323431+00
63783,BNBUSDT,1m,ohlcv,59961,6,59964,0,quarantined,Data is stale: last candle 2 min ago,2026-07-21 01:38:02.656849+00
63782,BTCUSDT,1h,ohlcv,31129,4,31130,0,ok,"",2026-07-21 01:37:33.641609+00
63781,DOGEUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 01:37:00.339363+00
63780,XRPUSDT,1m,ohlcv,59960,6,59963,0,quarantined,Data is stale: last candle 2 min ago,2026-07-21 01:37:00.036754+00
63779,BNBUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 01:36:30.518336+00
63778,XRPUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 01:36:03.849845+00
63777,SOLUSDT,1m,ohlcv,59959,6,59962,0,ok,"",2026-07-21 01:35:58.575979+00
63776,SOLUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 01:35:37.971856+00
63775,ETHUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 01:35:11.588629+00
63774,ETHUSDT,1m,ohlcv,56769,6,56772,0,ok,"",2026-07-21 01:34:57.577072+00
63773,BTCUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-21 01:34:43.562296+00
63772,DOGEUSDT,30m,ohlcv,62258,5,62260,0,ok,"",2026-07-21 01:34:16.12421+00
63771,BTCUSDT,1m,ohlcv,59959,7,59963,0,ok,"",2026-07-21 01:34:00.415789+00
63770,BNBUSDT,30m,ohlcv,62258,5,62260,0,ok,"",2026-07-21 01:33:10.370089+00
63769,DOGEUSDT,1m,ohlcv,59956,6,59959,0,quarantined,Data is stale: last candle 2 min ago,2026-07-21 01:33:00.802601+00
63768,XRPUSDT,30m,ohlcv,62257,6,62260,0,ok,"",2026-07-21 01:32:03.967231+00
63767,BNBUSDT,1m,ohlcv,59955,6,59958,0,ok,"",2026-07-21 01:31:52.594962+00
63766,SOLUSDT,30m,ohlcv,62257,5,62259,0,ok,"",2026-07-21 01:30:55.57411+00
63765,XRPUSDT,1m,ohlcv,59954,6,59957,0,ok,"",2026-07-21 01:30:50.941931+00
63764,SOLUSDT,1m,ohlcv,59953,6,59956,0,ok,"",2026-07-21 01:29:51.294238+00
63763,ETHUSDT,30m,ohlcv,62257,5,62259,0,ok,"",2026-07-21 01:29:50.037846+00
63762,ETHUSDT,1m,ohlcv,56763,6,56766,0,ok,"",2026-07-21 01:28:54.37529+00
63761,BTCUSDT,30m,ohlcv,62257,5,62259,0,ok,"",2026-07-21 01:28:50.838071+00
63760,BTCUSDT,1m,ohlcv,59953,6,59956,0,ok,"",2026-07-21 01:27:57.777536+00
63759,DOGEUSDT,15m,ohlcv,124514,7,124518,0,ok,"",2026-07-21 01:27:50.572336+00
63758,DOGEUSDT,1m,ohlcv,59950,6,59953,0,ok,"",2026-07-21 01:26:56.633871+00
63757,BNBUSDT,1m,ohlcv,59949,6,59952,0,ok,"",2026-07-21 01:25:48.89999+00
63756,BNBUSDT,15m,ohlcv,124514,7,124518,0,ok,"",2026-07-21 01:25:34.622852+00
63755,XRPUSDT,1m,ohlcv,59945,9,59951,0,ok,"",2026-07-21 01:24:48.799433+00
63754,SOLUSDT,1m,ohlcv,59946,7,59950,0,ok,"",2026-07-21 01:23:51.685028+00
63753,XRPUSDT,15m,ohlcv,124514,7,124518,0,ok,"",2026-07-21 01:23:33.020949+00
63752,ETHUSDT,1m,ohlcv,56756,7,56760,0,ok,"",2026-07-21 01:22:54.221277+00
63751,BTCUSDT,1m,ohlcv,59946,7,59950,0,ok,"",2026-07-21 01:21:55.160435+00
63750,SOLUSDT,15m,ohlcv,124514,7,124518,0,ok,"",2026-07-21 01:21:27.719107+00
63749,DOGEUSDT,1m,ohlcv,59943,7,59947,0,ok,"",2026-07-21 01:20:48.7045+00
63748,BNBUSDT,1m,ohlcv,59942,7,59946,0,ok,"",2026-07-21 01:19:41.091719+00
63747,ETHUSDT,15m,ohlcv,124514,7,124518,0,ok,"",2026-07-21 01:19:16.908656+00
63746,XRPUSDT,1m,ohlcv,59941,7,59945,0,ok,"",2026-07-21 01:18:39.633476+00
63745,SOLUSDT,1m,ohlcv,59940,7,59944,0,ok,"",2026-07-21 01:17:38.712591+00
63744,BTCUSDT,15m,ohlcv,124513,8,124518,0,ok,"",2026-07-21 01:17:11.839519+00
63743,ETHUSDT,1m,ohlcv,56750,7,56754,0,ok,"",2026-07-21 01:16:34.569151+00
63742,BTCUSDT,1m,ohlcv,59940,7,59944,0,ok,"",2026-07-21 01:15:32.760989+00
63741,DOGEUSDT,5m,ohlcv,373538,15,373550,0,quarantined,Data is stale: last candle 10 min ago,2026-07-21 01:15:00.142028+00
63740,DOGEUSDT,1m,ohlcv,59937,7,59941,0,ok,"",2026-07-21 01:14:30.886196+00
63739,BNBUSDT,1m,ohlcv,59936,7,59940,0,ok,"",2026-07-21 01:13:28.610845+00
63738,XRPUSDT,1m,ohlcv,59935,7,59939,0,ok,"",2026-07-21 01:12:28.65349+00
63737,SOLUSDT,1m,ohlcv,59934,7,59938,0,ok,"",2026-07-21 01:11:26.076459+00
63736,ETHUSDT,1m,ohlcv,56744,7,56748,0,ok,"",2026-07-21 01:10:19.471674+00
63735,BTCUSDT,1m,ohlcv,59934,7,59938,0,ok,"",2026-07-21 01:09:21.74012+00
63734,DOGEUSDT,1m,ohlcv,59931,7,59935,0,ok,"",2026-07-21 01:08:19.479149+00
63733,BNBUSDT,5m,ohlcv,373536,16,373549,0,ok,"",2026-07-21 01:08:07.9852+00
63732,BNBUSDT,1m,ohlcv,59930,7,59934,0,ok,"",2026-07-21 01:07:12.778874+00
63731,XRPUSDT,1m,ohlcv,59929,7,59933,0,ok,"",2026-07-21 01:06:10.73608+00
63730,SOLUSDT,1m,ohlcv,59925,10,59932,0,ok,"",2026-07-21 01:05:03.425321+00
