id,signal_id,symbol,signal_bar_utc,scan_time_utc,entry_price_planned,entry_price_actual,sl_price,tp_price,qty_contracts,leveraged_notional,confidence,funding_rate_at_entry,oi_delta_at_entry,exit_price,exit_reason,exit_time_utc,bars_held,hours_held,gross_pnl_pct,gross_pnl_usd,entry_fee,exit_fee,fees_total,funding_events,funding_total,slippage_pct,slippage_usd,max_adverse_excursion_pct,max_favorable_excursion_pct,net_pnl_pct,net_pnl_usd,risk_reward_actual,sharpe_contribution,vs_backtest_expectation,status,notes,created_at,updated_at,margin_required,open_fee,close_fee,cumulative_funding,leverage,side,funding_cost,liquidation_price,maintenance_margin,last_funding_settlement_utc,mark_price_at_entry,sl_original,atr_at_entry,entry_rsi,entry_adx,entry_session,entry_strategy,entry_regime,calibrated_prob,bybit_order_id,bybit_qty,bybit_entry_price,bybit_sl_price,bybit_tp_price,bybit_status,bybit_close_price,bybit_pnl_usd,bybit_pnl_pct,bybit_account_balance,bybit_risk_pct,bybit_dollar_risk,bybit_close_time,bybit_close_reason
30,30,SOLUSDT,2026-07-18 02:15:00,2026-07-18 02:29:14,75.30000000,75.30000000,74.89290000,75.84290000,26.5000,7981.80,67,-0.0000117700,0.2170,74.89000000,SL_HIT,2026-07-18 05:42:06.181661,,3.21,-0.5445,-10.86,1.0975,1.0915,2.2829,1,0.0939,0.1000,7.9818,,,-2.6298,-13.15,,,,CLOSED,Auto-created by orchestrator Step 5c,2026-07-18 02:29:19.326664,2026-07-18 05:42:06.181661,499.96,0.00,0.00,0.00,4.00,LONG,0,56.81010000,9.9772,,,,0.13570000,67.37,25.02,asian,trend_following,MIXED,0.5000,,,,,,PENDING,,,,,,,,
31,31,ETHUSDT,2026-07-18 05:45:00,2026-07-18 06:03:30,1846.86000000,1846.86000000,1838.69790000,1855.02210000,1.0820,7993.21,64,0.0000183000,-7.2600,1838.60000000,SL_HIT,2026-07-18 13:14:27.405685,,7.18,-0.4472,-8.94,1.0991,1.0942,2.3031,2,0.1098,0.1000,7.9932,,,-2.2451,-11.24,,,,CLOSED,Auto-created by orchestrator Step 5c,2026-07-18 06:03:36.291728,2026-07-18 13:14:27.405685,500.67,0.00,0.00,0.00,4.00,LONG,0,1393.36350000,9.9915,2026-07-18 08:00:00+00,,,2.72070000,60.61,45.88,asian,trend_following,MIXED,0.5000,,,,,,PENDING,,,,,,,,
34,34,XRPUSDT,2026-07-18 11:45:00,2026-07-18 12:06:45,1.08820000,1.08820000,1.09350000,1.08110000,1837.0000,7996.09,66,-0.0000429600,0.6280,1.09370000,SL_HIT,2026-07-18 17:49:16.572215,,5.71,-0.5054,-10.10,1.0995,1.1050,2.4622,2,0.2577,0.1000,7.9961,,,-2.5088,-12.57,,,,CLOSED,Auto-created by orchestrator Step 5c,2026-07-18 12:06:53.008931,2026-07-18 17:49:16.572215,500.86,0.00,0.00,0.00,4.00,SHORT,0,1.35540000,9.9951,2026-07-18 16:00:00+00,,,0.00180000,44.27,28.88,london,trend_following,MIXED,0.5000,,,,,,PENDING,,,,,,,,
39,39,XRPUSDT,2026-07-18 22:30:00,2026-07-18 22:44:56,1.09160000,1.09160000,1.08832520,1.09840000,1832.0000,7999.24,59,-0.0000175200,2.1920,1.09840000,TP_HIT,2026-07-19 02:36:09.43048,,3.85,0.6229,12.46,1.0999,1.1067,2.3818,2,0.1752,0.1000,7.9992,,,2.0109,10.08,,,,CLOSED,Auto-created by orchestrator Step 5c,2026-07-18 22:45:06.150366,2026-07-19 02:36:09.43048,501.05,0.00,0.00,0.00,4.00,LONG,0,0.82360000,9.9991,2026-07-19 00:00:00+00,,,0.00230000,53.59,60.35,ny_late,trend_following,MIXED,0.5000,,,,,,PENDING,,,,,,,,
32,32,SOLUSDT,2026-07-18 07:00:00,2026-07-18 07:14:59,74.91000000,74.91000000,75.13473000,74.54140000,26.6000,7970.42,53,-0.0000117700,-0.0060,74.54000000,TP_HIT,2026-07-18 13:20:27.515992,,6.09,0.4939,9.84,1.0959,1.0905,2.2567,2,0.0703,0.1000,7.9704,,,1.5193,7.59,,,,CLOSED,Auto-created by orchestrator Step 5c,2026-07-18 07:15:05.29802,2026-07-18 13:20:27.515992,499.25,0.00,0.00,0.00,4.00,SHORT,0,93.30420000,9.9630,2026-07-18 08:00:00+00,,,0.12290000,35.79,30.13,london,trend_following,MIXED,0.5000,,,,,,PENDING,,,,,,,,
41,41,BNBUSDT,2026-07-19 07:30:00,2026-07-19 07:49:20,569.20000000,569.20000000,567.44290000,570.95710000,3.5100,7991.57,61,0.0000190000,0.9270,567.40000000,SL_HIT,2026-07-19 09:17:00.28179,,1.46,-0.3162,-6.32,1.0988,1.0954,2.3081,2,0.1139,0.1000,7.9916,,,-1.7232,-8.63,,,,CLOSED,Auto-created by orchestrator Step 5c,2026-07-19 07:49:26.536499,2026-07-19 09:17:00.28179,500.57,0.00,0.00,0.00,4.00,LONG,0,429.43290000,9.9895,2026-07-19 08:00:00+00,,,0.58570000,82.35,35.85,london,trend_following,MIXED,0.5000,,,,,,PENDING,,,,,,,,
33,33,BNBUSDT,2026-07-18 11:45:00,2026-07-18 12:06:45,569.70000000,569.70000000,567.99090000,572.84290000,3.5100,7998.59,78,0.0000137100,-1.3030,567.80000000,SL_HIT,2026-07-19 04:11:55.904545,,16.08,-0.3335,-6.67,1.0998,1.0961,2.2508,3,0.0549,0.1000,7.9986,,,-1.7804,-8.92,,,,CLOSED,Auto-created by orchestrator Step 5c,2026-07-18 12:06:53.008931,2026-07-19 04:11:55.904545,501.01,0.00,0.00,0.00,4.00,LONG,0,429.81020000,9.9982,2026-07-19 00:00:00+00,,,0.62860000,70.21,43.00,london,trend_following,MIXED,0.5000,,,,,,PENDING,,,,,,,,
42,41,BNBUSDT,2026-07-19 07:30:00,2026-07-19 09:21:36,569.20000000,,567.44290000,570.60568000,0.0000,0.00,61,0.0000000000,0.0000,,,,,,,,0.0000,0.0000,0.0000,1,0.0000,0.1000,0.0000,,,,,,,,EXPIRED,Auto-created by orchestrator Step 5c,2026-07-19 09:21:42.630294,2026-07-19 09:26:49.488947,0.00,0.00,0.00,0.00,4.00,LONG,0,,,,,,,,,london,trend_following,,0.5000,,,,,,PENDING,,,,,,,,
43,41,BNBUSDT,2026-07-19 09:15:00,2026-07-19 09:26:42,567.30000000,567.30000000,565.59810000,569.18570000,3.5200,7987.58,50,0.0000000000,0.0000,569.80000000,TP_HIT,2026-07-19 11:25:02.588341,,1.97,0.4407,8.80,1.0983,1.1031,2.2014,1,0.0000,0.1000,0.0000,,,1.3189,6.60,,,,CLOSED,Auto-created by orchestrator Step 5c,2026-07-19 09:26:50.630211,2026-07-19 11:25:02.588341,500.32,0.00,0.00,0.00,4.00,LONG,0,427.99950000,9.9845,,,,,,,london,trend_following,MIXED,0.5000,,,,,,PENDING,,,,,,,,
37,37,ETHUSDT,2026-07-18 18:15:00,2026-07-18 18:32:34,1860.64000000,1860.64000000,1881.29180000,1839.98820000,1.0740,7993.31,61,0.0000280700,-0.5410,1875.26000000,TIME_EXIT,2026-07-20 11:15:15.063131,,40.71,-0.7858,-15.70,1.0991,1.1077,2.8255,8,0.6187,0.1000,7.9933,,,-3.7004,-18.53,,,,CLOSED,Auto-created by orchestrator Step 5c,2026-07-18 18:32:42.709253,2026-07-20 11:15:15.063131,500.68,0.00,0.00,0.00,4.00,SHORT,0,2317.52020000,9.9916,2026-07-20 08:00:00+00,,,4.58930000,74.62,44.01,overlap,mean_reversion,VOLATILE,0.5000,,,,,,PENDING,,,,,,,,
40,40,SOLUSDT,2026-07-19 02:15:00,2026-07-19 02:37:10,75.97000000,75.97000000,75.74209000,76.46500000,26.3000,7992.04,63,0.0000021300,1.5220,76.08000000,TIME_EXIT,2026-07-19 16:37:31.149459,,14.00,0.1448,2.89,1.0989,1.1005,2.1992,5,-0.0002,0.1000,7.9920,,,0.1386,0.69,,,,CLOSED,Auto-created by orchestrator Step 5c,2026-07-19 02:37:18.165443,2026-07-19 16:37:31.149459,500.60,0.00,0.00,0.00,4.00,LONG,0,57.31560000,9.9901,2026-07-19 16:00:00+00,,,0.16500000,68.64,31.55,asian,trend_following,MIXED,0.5000,,,,,,PENDING,,,,,,,,
48,48,BTCUSDT,2026-07-20 16:45:00,2026-07-20 17:58:44,65449.00000000,65449.00000000,64797.64290000,66914.55360000,0.0930,24347.03,51,0.0000000000,0.0000,66197.40000000,TIME_EXIT,2026-07-21 07:58:58.953731,,14.00,1.1435,69.60,3.3477,3.3860,6.1278,2,-0.6059,0.1000,0.0000,,,4.1621,63.47,,,,CLOSED,Auto-created by orchestrator Step 5c,2026-07-20 17:58:55.84624,2026-07-21 07:58:58.953731,1525.04,0.00,0.00,0.00,4.00,LONG,0,49377.99810000,30.4338,2026-07-21 00:00:00+00,,,,,,ny_open,trend_following,RANGING,0.5000,e053359e-fc84-440a-89e1-b7056367d925,0.415,65449,64797.6429,66914.5536,CLOSED,65449,0,0,45093.67,0.6,270.31,2026-07-20 22:48:43.120253+00,SL/TP
46,46,ETHUSDT,2026-07-20 09:45:00,2026-07-20 11:28:26,1866.48000000,1866.48000000,1860.88056000,1905.76290000,16.0000,119454.72,68,-0.0000076900,0.1590,1906.85000000,TP_HIT,2026-07-20 17:56:03.713678,,6.46,2.1629,645.92,16.4250,16.7803,34.3580,2,1.1527,0.1000,119.4547,,,8.1734,611.56,,,,CLOSED,Auto-created by orchestrator Step 5c,2026-07-20 11:28:37.832929,2026-07-20 17:56:03.713678,7482.35,0.00,0.00,0.00,4.00,LONG,0,1408.16580000,149.3184,2026-07-20 16:00:00+00,,,6.54710000,61.17,31.24,london,trend_following,MIXED,0.5000,8e456ff0-d6d9-43ad-81b6-67c718b4c37c,80.34,1866.48,1853.3857,1905.7629,CLOSED,1884.51,1448.5302,2.8915,50095.54,2.1,1052,2026-07-20 14:23:11.655839+00,SL/TP
50,50,BTCUSDT,2026-07-21 09:45:00,2026-07-21 10:10:13,66307.00000000,66307.00000000,65947.07140000,67386.78570000,0.5930,26672.00,66,0.0000695600,3.4960,,,,,,,,3.6674,86.5041,173.0082,1,10.9404,0.1000,157.2802,,,,,,,,OPEN,Auto-created by orchestrator Step 5c,2026-07-21 10:10:34.373166,2026-07-21 10:11:26.879155,1667.00,0.00,0.00,0.00,4.00,LONG,0,50025.31610000,196.6003,,,,143.97140000,78.42,87.02,london,trend_following,MIXED,0.5000,,,,,,PENDING,,,,,,,,
49,49,SOLUSDT,2026-07-20 20:00:00,2026-07-20 20:31:12,77.64000000,77.64000000,76.88110000,79.91680000,279.8000,86894.69,65,0.0000805600,1.3650,78.36000000,TIME_EXIT,2026-07-21 10:31:31.945634,,14.00,0.9274,201.46,11.9480,12.0588,27.4825,3,3.4757,0.1000,86.8947,,,3.1964,173.97,,,,CLOSED,Auto-created by orchestrator Step 5c,2026-07-20 20:31:25.755098,2026-07-21 10:31:31.945634,5442.87,0.00,0.00,0.00,4.00,LONG,0,58.57550000,108.6184,2026-07-21 08:00:00+00,,,0.30360000,51.75,31.41,ny_late,trend_following,MIXED,0.5000,80a15f70-f06d-4192-a505-590aba096e5a,1247.4,77.64,76.8811,79.9168,CLOSED,78.01,461.538,1.0238,45078.7,2.1,946.65,2026-07-20 22:48:43.120253+00,SL/TP
45,45,XRPUSDT,2026-07-19 14:00:00,2026-07-19 15:45:00,1.09440000,1.09440000,1.08670000,1.10210000,23481.0000,102790.43,63,-0.0000067800,0.4200,1.09360000,TIME_EXIT,2026-07-20 11:15:14.833863,,19.43,-0.0731,-18.78,14.1337,14.1234,29.4769,4,1.2198,0.1000,102.7948,,,-0.7496,-48.26,,,,CLOSED,Auto-created by orchestrator Step 5c,2026-07-19 15:49:34.890204,2026-07-20 11:15:14.833863,6438.54,0.00,0.00,0.00,4.00,LONG,0,0.82570000,128.4880,2026-07-20 08:00:00+00,,,0.00260000,45.03,26.03,ny_open,mean_reversion,MIXED,0.5000,,,,,,PENDING,,,,,,,,
44,44,BTCUSDT,2026-07-19 13:30:00,2026-07-19 13:51:36,64383.80000000,64383.80000000,64712.30000000,63836.30000000,0.0310,7983.59,79,0.0001000000,-0.5820,64393.60000000,TIME_EXIT,2026-07-20 11:15:14.904836,,21.39,-0.0152,-0.30,1.0977,1.0979,3.7938,5,1.5982,0.1000,7.9836,,,-0.8194,-4.10,,,,CLOSED,Auto-created by orchestrator Step 5c,2026-07-19 13:51:44.777831,2026-07-20 11:15:14.904836,500.07,0.00,0.00,0.00,4.00,SHORT,0,80193.24210000,9.9795,2026-07-20 08:00:00+00,,,109.50000000,38.87,33.71,ny_open,trend_following,MIXED,0.5000,,,,,,PENDING,,,,,,,,
51,51,ETHUSDT,2026-07-21 11:00:00,2026-07-21 11:34:29,1931.31000000,1931.31000000,1916.66640000,1965.10290000,4.2430,32778.19,63,0.0001000000,12.1670,,,,,,,,4.5070,4.5070,9.0140,1,3.2778,0.1000,32.7782,,,,,,,,OPEN,Auto-created by orchestrator Step 5c,2026-07-21 11:34:41.830103,2026-07-21 11:39:56.700243,2053.14,0.00,0.00,0.00,4.00,LONG,0,1457.07680000,40.9727,,,,5.63210000,46.49,64.70,london,trend_following,TRENDING,0.5000,,,,,,PENDING,,,,,,,,
47,47,SOLUSDT,2026-07-20 11:30:00,2026-07-20 11:44:15,77.05000000,77.05000000,76.30890000,79.27320000,517.0000,159339.40,78,-0.0000223200,-2.6790,76.23259110,SL_HIT,2026-07-20 14:02:15.914843,,2.30,-1.0609,-422.60,21.9092,21.6767,47.1424,1,3.5565,0.1000,159.3394,,,-4.7065,-469.74,,,,CLOSED,Auto-created by orchestrator Step 5c,2026-07-20 11:44:27.795691,2026-07-20 14:02:15.914843,9980.62,0.00,0.00,0.00,4.00,LONG,0,58.13040000,199.1743,,,,0.29640000,65.38,27.53,london,trend_following,MIXED,0.5000,c70ec432-b49e-4227-98ed-e25060039d66,2596.3,77.05,76.3089,79.2732,CLOSED,77.11,155.778,0.3115,50012.27,7.5,1924.12,2026-07-20 13:56:47.895532+00,SL/TP
