id,scan_time_utc,symbol,last_bar_utc,current_price,rsi_15m_now,adx_4h_now,atr_15m_now,session_now,h4_direction,h4_ema_trend,regime,signal_type,quality,gates_passed,sl_level,tp_level,notes,created_at,gate_session_ok,gate_adx_ok,gate_direction_ok,gate_rsi_ok,gate_bull_4h_ok
948,2026-07-20 14:17:40.818165,BTCUSDT,2026-07-20 13:30:00,64646.30000000,62.02,40.39,200.27142857,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,63995.41790000,66148.33570000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,t,t,t,f,t
1127,2026-07-21 08:30:22.151037,XRPUSDT,2026-07-21 07:45:00,1.13460000,72.30,64.48,0.00424286,london,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.14840000,1.10145000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,t,t
950,2026-07-20 14:22:57.379156,BTCUSDT,2026-07-20 13:30:00,64646.30000000,62.02,40.39,200.27142857,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,63995.41790000,66148.33570000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,t,t,t,f,t
996,2026-07-20 19:01:48.329083,XRPUSDT,2026-07-20 18:00:00,1.11800000,82.37,34.76,0.00477857,overlap,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.12990000,1.08069000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,t,t
1091,2026-07-21 06:39:24.467308,BTCUSDT,2026-07-21 05:30:00,65559.10000000,76.01,37.25,127.78571429,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,65239.63570000,66325.81432000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,f,t,t,f,t
931,2026-07-20 13:24:45.662705,BTCUSDT,2026-07-20 12:15:00,64700.10000000,72.60,27.93,173.99285714,overlap,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,64265.11790000,65744.05712000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,f,t,t,f,t
1051,2026-07-21 03:49:54.763857,BNBUSDT,2026-07-21 03:30:00,574.30000000,71.43,40.68,1.12857143,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,572.04290000,579.94290000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,f,t
1122,2026-07-21 08:19:46.481321,BNBUSDT,2026-07-21 07:45:00,576.40000000,68.85,49.83,0.90714286,london,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,578.21430000,571.86430000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1063,2026-07-21 04:16:23.825438,BNBUSDT,2026-07-21 03:30:00,574.30000000,71.43,40.68,1.12857143,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,572.04290000,579.94290000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,f,t
1125,2026-07-21 08:25:01.92886,BNBUSDT,2026-07-21 07:45:00,576.40000000,68.85,49.83,0.90714286,london,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,578.21430000,571.86430000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1049,2026-07-21 03:49:54.763857,SOLUSDT,2026-07-21 03:30:00,78.21000000,63.95,28.01,0.25285714,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,77.57790000,80.10640000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,f,t
1114,2026-07-21 08:09:15.991662,SOLUSDT,2026-07-21 07:45:00,78.59000000,75.00,56.38,0.22500000,london,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,78.02750000,80.27750000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
974,2026-07-20 16:34:43.346295,SOLUSDT,2026-07-20 15:45:00,77.68000000,62.76,18.33,0.43857143,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,76.80290000,80.24568000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,f,t,f,t
951,2026-07-20 14:22:57.379156,SOLUSDT,2026-07-20 13:30:00,76.91000000,60.63,35.56,0.30571429,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,76.14570000,79.20290000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1113,2026-07-21 08:04:01.085849,BNBUSDT,2026-07-21 07:45:00,576.40000000,68.85,49.83,0.90714286,london,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,578.21430000,571.86430000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1120,2026-07-21 08:19:46.481321,SOLUSDT,2026-07-21 07:45:00,78.59000000,75.00,56.38,0.22500000,london,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,78.02750000,80.27750000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1024,2026-07-20 20:57:37.509851,XRPUSDT,2026-07-20 20:00:00,1.11400000,53.50,47.27,0.00365000,ny_late,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.12310000,1.09210000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
981,2026-07-20 16:55:46.730338,BTCUSDT,2026-07-20 15:45:00,65318.10000000,66.78,25.40,291.33571429,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,64589.76070000,68158.62327000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,t,t,t,f,t
1092,2026-07-21 06:39:24.467308,XRPUSDT,2026-07-21 05:30:00,1.12840000,74.16,61.32,0.00454286,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.14320000,1.09291000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,t,t
1105,2026-07-21 07:32:16.814001,XRPUSDT,2026-07-21 06:45:00,1.13490000,72.59,67.38,0.00418571,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.14850000,1.10227000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,t,t
979,2026-07-20 16:50:31.914252,BTCUSDT,2026-07-20 15:45:00,65318.10000000,66.78,25.40,291.33571429,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,64589.76070000,68158.62327000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,t,t,t,f,t
934,2026-07-20 13:40:40.994197,BTCUSDT,2026-07-20 12:15:00,64700.10000000,72.60,27.93,173.99285714,overlap,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,64265.11790000,65744.05712000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,f,t,t,f,t
983,2026-07-20 17:01:01.74198,BTCUSDT,2026-07-20 15:45:00,65318.10000000,66.78,25.40,291.33571429,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,64589.76070000,68158.62327000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,t,t,t,f,t
1097,2026-07-21 06:55:17.178142,BTCUSDT,2026-07-21 05:30:00,65559.10000000,76.01,37.25,127.78571429,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,65239.63570000,66325.81432000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,f,t,t,f,t
1103,2026-07-21 07:21:42.695874,XRPUSDT,2026-07-21 06:45:00,1.13490000,72.59,67.38,0.00418571,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.14850000,1.10227000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,t,t
1086,2026-07-21 06:23:26.580014,XRPUSDT,2026-07-21 05:30:00,1.12840000,74.16,61.32,0.00454286,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.14320000,1.09291000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,t,t
1044,2026-07-20 22:11:36.066026,XRPUSDT,2026-07-20 21:00:00,1.11800000,60.47,38.15,0.00392143,ny_late,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.12780000,1.09450000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1042,2026-07-20 22:01:00.349873,XRPUSDT,2026-07-20 21:00:00,1.11800000,60.47,38.15,0.00392143,ny_late,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.12780000,1.09450000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1095,2026-07-21 06:49:59.696847,BTCUSDT,2026-07-21 05:30:00,65559.10000000,76.01,37.25,127.78571429,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,65239.63570000,66325.81432000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,f,t,t,f,t
932,2026-07-20 13:30:03.897849,BTCUSDT,2026-07-20 12:15:00,64700.10000000,72.60,27.93,173.99285714,overlap,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,64265.11790000,65744.05712000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,f,t,t,f,t
933,2026-07-20 13:35:22.758311,BTCUSDT,2026-07-20 12:15:00,64700.10000000,72.60,27.93,173.99285714,overlap,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,64265.11790000,65744.05712000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,f,t,t,f,t
958,2026-07-20 14:44:01.241892,BTCUSDT,2026-07-20 13:30:00,64646.30000000,62.02,40.39,200.27142857,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,63995.41790000,66148.33570000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,t,t,t,f,t
946,2026-07-20 14:12:26.184049,BTCUSDT,2026-07-20 13:30:00,64646.30000000,62.02,40.39,200.27142857,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,63995.41790000,66148.33570000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,t,t,t,f,t
952,2026-07-20 14:28:14.025876,BTCUSDT,2026-07-20 13:30:00,64646.30000000,62.02,40.39,200.27142857,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,63995.41790000,66148.33570000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,t,t,t,f,t
936,2026-07-20 13:51:16.40284,BTCUSDT,2026-07-20 13:30:00,64646.30000000,62.02,40.39,200.27142857,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,63995.41790000,66148.33570000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,t,t,t,f,t
1139,2026-07-21 08:51:23.532839,XRPUSDT,2026-07-21 07:45:00,1.13460000,72.30,64.48,0.00424286,london,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.14840000,1.10145000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,t,t
1015,2026-07-20 20:36:28.509622,SOLUSDT,2026-07-20 20:00:00,77.64000000,51.75,31.41,0.30357143,ny_late,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,76.88110000,79.91680000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1153,2026-07-21 09:54:26.221138,XRPUSDT,2026-07-21 08:45:00,1.13290000,53.72,59.19,0.00355714,london,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.14180000,1.11160000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1151,2026-07-21 09:43:56.988271,XRPUSDT,2026-07-21 08:45:00,1.13290000,53.72,59.19,0.00355714,london,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.14180000,1.11160000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1169,2026-07-21 10:47:09.607382,BNBUSDT,2026-07-21 10:00:00,579.20000000,70.00,54.67,1.07142857,london,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,581.34290000,572.23577000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1022,2026-07-20 20:52:20.998487,XRPUSDT,2026-07-20 20:00:00,1.11400000,53.50,47.27,0.00365000,ny_late,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.12310000,1.09210000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
968,2026-07-20 16:18:50.326845,SOLUSDT,2026-07-20 15:45:00,77.68000000,62.76,18.33,0.43857143,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,76.80290000,80.24568000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,f,t,f,t
1133,2026-07-21 08:40:53.674126,XRPUSDT,2026-07-21 07:45:00,1.13460000,72.30,64.48,0.00424286,london,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.14840000,1.10145000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,t,t
1144,2026-07-21 09:01:54.423621,SOLUSDT,2026-07-21 07:45:00,78.59000000,75.00,56.38,0.22500000,london,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,78.02750000,80.27750000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1204,2026-07-21 12:16:47.912735,XRPUSDT,2026-07-21 11:45:00,1.13560000,58.82,16.29,0.00235714,london,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.14030000,1.12880000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,f,t,f,t
1116,2026-07-21 08:09:15.991662,BNBUSDT,2026-07-21 07:45:00,576.40000000,68.85,49.83,0.90714286,london,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,578.21430000,571.86430000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1175,2026-07-21 11:02:58.907235,BNBUSDT,2026-07-21 10:00:00,579.20000000,70.00,54.67,1.07142857,london,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,581.34290000,572.23577000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1161,2026-07-21 10:20:56.343522,BNBUSDT,2026-07-21 10:00:00,579.20000000,70.00,54.67,1.07142857,london,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,581.34290000,572.23577000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
941,2026-07-20 13:56:34.05884,SOLUSDT,2026-07-20 13:30:00,76.91000000,60.63,35.56,0.30571429,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,76.14570000,79.20290000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1146,2026-07-21 09:01:54.423621,BNBUSDT,2026-07-21 07:45:00,576.40000000,68.85,49.83,0.90714286,london,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,578.21430000,571.86430000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1055,2026-07-21 03:55:11.732585,BNBUSDT,2026-07-21 03:30:00,574.30000000,71.43,40.68,1.12857143,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,572.04290000,579.94290000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,f,t
944,2026-07-20 14:07:09.972758,BTCUSDT,2026-07-20 13:30:00,64646.30000000,62.02,40.39,200.27142857,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,63995.41790000,66148.33570000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,t,t,t,f,t
969,2026-07-20 16:24:09.763701,BTCUSDT,2026-07-20 15:45:00,65318.10000000,66.78,25.40,291.33571429,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,64589.76070000,68158.62327000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,t,t,t,f,t
929,2026-07-20 13:14:11.396761,BTCUSDT,2026-07-20 12:15:00,64700.10000000,72.60,27.93,173.99285714,overlap,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,64265.11790000,65744.05712000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,f,t,t,f,t
962,2026-07-20 14:54:31.556777,BTCUSDT,2026-07-20 13:30:00,64646.30000000,62.02,40.39,200.27142857,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,63995.41790000,66148.33570000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,t,t,t,f,t
1025,2026-07-20 21:02:53.06114,SOLUSDT,2026-07-20 20:00:00,77.64000000,51.75,31.41,0.30357143,ny_late,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,76.88110000,79.91680000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1101,2026-07-21 07:11:07.451793,XRPUSDT,2026-07-21 06:45:00,1.13490000,72.59,67.38,0.00418571,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.14850000,1.10227000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,t,t
1070,2026-07-21 04:37:31.335272,XRPUSDT,2026-07-21 03:30:00,1.12280000,71.27,36.98,0.00376429,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.10870000,1.14090000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,f,t
1102,2026-07-21 07:16:24.882952,XRPUSDT,2026-07-21 06:45:00,1.13490000,72.59,67.38,0.00418571,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.14850000,1.10227000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,t,t
1100,2026-07-21 07:05:51.090978,XRPUSDT,2026-07-21 06:45:00,1.13490000,72.59,67.38,0.00418571,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.14850000,1.10227000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,t,t
1006,2026-07-20 19:54:23.31561,XRPUSDT,2026-07-20 19:00:00,1.11470000,63.31,48.55,0.00372857,overlap,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.12400000,1.09230000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,f,t
956,2026-07-20 14:38:45.268035,BTCUSDT,2026-07-20 13:30:00,64646.30000000,62.02,40.39,200.27142857,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,63995.41790000,66148.33570000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,t,t,t,f,t
985,2026-07-20 17:06:17.029418,BTCUSDT,2026-07-20 15:45:00,65318.10000000,66.78,25.40,291.33571429,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,64589.76070000,68158.62327000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,t,t,t,f,t
1093,2026-07-21 06:44:43.367993,BTCUSDT,2026-07-21 05:30:00,65559.10000000,76.01,37.25,127.78571429,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,65239.63570000,66325.81432000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,f,t,t,f,t
971,2026-07-20 16:29:26.322624,BTCUSDT,2026-07-20 15:45:00,65318.10000000,66.78,25.40,291.33571429,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,64589.76070000,68158.62327000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,t,t,t,f,t
1106,2026-07-21 07:37:34.784142,XRPUSDT,2026-07-21 06:45:00,1.13490000,72.59,67.38,0.00418571,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.14850000,1.10227000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,t,t
1036,2026-07-20 21:29:17.750744,XRPUSDT,2026-07-20 21:00:00,1.11800000,60.47,38.15,0.00392143,ny_late,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.12780000,1.09450000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
980,2026-07-20 16:50:31.914252,SOLUSDT,2026-07-20 15:45:00,77.68000000,62.76,18.33,0.43857143,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,76.80290000,80.24568000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,f,t,f,t
1018,2026-07-20 20:41:46.737015,XRPUSDT,2026-07-20 20:00:00,1.11400000,53.50,47.27,0.00365000,ny_late,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.12310000,1.09210000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
930,2026-07-20 13:19:28.567135,BTCUSDT,2026-07-20 12:15:00,64700.10000000,72.60,27.93,173.99285714,overlap,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,64265.11790000,65744.05712000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,f,t,t,f,t
967,2026-07-20 16:18:50.326845,BTCUSDT,2026-07-20 15:45:00,65318.10000000,66.78,25.40,291.33571429,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,64589.76070000,68158.62327000,Dropped: symbol not seen in current scan,2026-07-21 12:11:45.720138,t,t,t,f,t
998,2026-07-20 19:12:19.311429,XRPUSDT,2026-07-20 18:00:00,1.11800000,82.37,34.76,0.00477857,overlap,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.12990000,1.08069000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,t,t
961,2026-07-20 14:49:15.686467,SOLUSDT,2026-07-20 13:30:00,76.91000000,60.63,35.56,0.30571429,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,76.14570000,79.20290000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1126,2026-07-21 08:30:22.151037,SOLUSDT,2026-07-21 07:45:00,78.59000000,75.00,56.38,0.22500000,london,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,78.02750000,80.27750000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
966,2026-07-20 16:13:32.205859,SOLUSDT,2026-07-20 15:45:00,77.68000000,62.76,18.33,0.43857143,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,76.80290000,80.24568000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,f,t,f,t
1123,2026-07-21 08:25:01.92886,SOLUSDT,2026-07-21 07:45:00,78.59000000,75.00,56.38,0.22500000,london,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,78.02750000,80.27750000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1039,2026-07-20 21:45:08.325632,XRPUSDT,2026-07-20 21:00:00,1.11800000,60.47,38.15,0.00392143,ny_late,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.12780000,1.09450000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1045,2026-07-20 22:16:53.756171,XRPUSDT,2026-07-20 21:00:00,1.11800000,60.47,38.15,0.00392143,ny_late,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.12780000,1.09450000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1050,2026-07-21 03:49:54.763857,XRPUSDT,2026-07-21 03:30:00,1.12280000,71.27,36.98,0.00376429,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.10870000,1.14090000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,f,t
1032,2026-07-20 21:18:44.052846,XRPUSDT,2026-07-20 20:00:00,1.11400000,53.50,47.27,0.00365000,ny_late,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1.12310000,1.09210000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
984,2026-07-20 17:01:01.74198,SOLUSDT,2026-07-20 15:45:00,77.68000000,62.76,18.33,0.43857143,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,76.80290000,80.24568000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,f,t,f,t
1035,2026-07-20 21:29:17.750744,SOLUSDT,2026-07-20 21:00:00,77.93000000,62.44,27.97,0.30285714,ny_late,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,77.17290000,80.20140000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
982,2026-07-20 16:55:46.730338,SOLUSDT,2026-07-20 15:45:00,77.68000000,62.76,18.33,0.43857143,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,76.80290000,80.24568000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,f,t,f,t
940,2026-07-20 13:56:34.05884,ETHUSDT,2026-07-20 13:30:00,1876.00000000,58.68,39.14,8.38357143,ny_open,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,1859.23290000,1926.30140000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1019,2026-07-20 20:47:04.054846,SOLUSDT,2026-07-20 20:00:00,77.64000000,51.75,31.41,0.30357143,ny_late,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,76.88110000,79.91680000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1021,2026-07-20 20:52:20.998487,SOLUSDT,2026-07-20 20:00:00,77.64000000,51.75,31.41,0.30357143,ny_late,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,76.88110000,79.91680000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1069,2026-07-21 04:32:14.012848,BNBUSDT,2026-07-21 03:30:00,574.30000000,71.43,40.68,1.12857143,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,572.04290000,579.94290000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,f,t
1059,2026-07-21 04:05:47.934543,BNBUSDT,2026-07-21 03:30:00,574.30000000,71.43,40.68,1.12857143,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,572.04290000,579.94290000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,f,t
1073,2026-07-21 04:42:48.594143,BNBUSDT,2026-07-21 03:30:00,574.30000000,71.43,40.68,1.12857143,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,572.04290000,579.94290000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,f,t
1137,2026-07-21 08:46:09.25928,BNBUSDT,2026-07-21 07:45:00,576.40000000,68.85,49.83,0.90714286,london,DOWN,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,578.21430000,571.86430000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,t,t,t,f,t
1071,2026-07-21 04:37:31.335272,BNBUSDT,2026-07-21 03:30:00,574.30000000,71.43,40.68,1.12857143,asian,UP,BULL,PULLBACK,NO_SIGNAL,SKIP,0/4,572.04290000,579.94290000,Dropped: symbol not seen in current scan,2026-07-21 13:10:29.154762,f,t,t,f,t
