symbol,side,entry_date,entry_price,sl_price,tp_price,dqs_score,regime,strategy,approved,reject_reason,promoted,exit_date,exit_price,exit_reason,hours_held,pnl_usd,pnl_pct,risk_usd,kelly_fraction,win,notes,intent,outcome,crowded,data_quality,sl_original,atr_at_entry,calibration_prob,calibration_level
ETHUSDT,LONG,2026-01-01 12:30:00,2983.18,2975.8986,2997.7429,59.46,MIXED,mean_reversion,False,RegimeGate: DQS 59 < 60 for MIXED,False,,0,REJECTED,0,0,0,97.57075999999797,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,2975.8986,3.6407142857142714,0.0,
XRPUSDT,LONG,2026-01-01 12:30:00,1.852,1.8448,1.86128,57.7,MIXED,mean_reversion,False,RegimeGate: DQS 58 < 60 for MIXED,False,,0,REJECTED,0,0,0,155.50704000000206,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8448,0.0028999999999999976,0.0,
ETHUSDT,LONG,2026-01-01 12:45:00,2986.24,2978.9743,3000.7714,52.26,MIXED,mean_reversion,False,RegimeGate: DQS 52 < 60 for MIXED,False,,0,REJECTED,0,0,0,97.28772299999899,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,2978.9743,3.6328571428571195,0.0,
XRPUSDT,LONG,2026-01-01 12:45:00,1.8517,1.845,1.86026,57.7,MIXED,mean_reversion,False,RegimeGate: DQS 58 < 60 for MIXED,False,,0,REJECTED,0,0,0,144.73138999999844,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.845,0.002678571428571435,0.0,
ETHUSDT,LONG,2026-01-01 13:00:00,2987.69,2980.23,3002.61,52.26,MIXED,mean_reversion,False,RegimeGate: DQS 52 < 60 for MIXED,False,,0,REJECTED,0,0,0,99.81480000000049,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,2980.23,3.7299999999999534,0.0,
XRPUSDT,LONG,2026-01-01 13:00:00,1.8542,1.8475,1.86276,57.7,MIXED,mean_reversion,False,RegimeGate: DQS 58 < 60 for MIXED,False,,0,REJECTED,0,0,0,144.53642000000326,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8475,0.002664285714285738,0.0,
BTCUSDT,LONG,2026-01-01 13:15:00,87942.7,87747.3429,88192.75712,56.26,MIXED,mean_reversion,False,RegimeGate: DQS 56 < 60 for MIXED,False,,0,REJECTED,0,0,0,88.69212339999719,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87747.3429,78.14285714285923,0.0,
ETHUSDT,LONG,2026-01-01 13:15:00,2982.74,2970.9329,2995.3343,51.46,VOLATILE,mean_reversion,False,RegimeGate: DQS 51 < 60 for VOLATILE,False,,0,REJECTED,0,0,0,158.3332109999999,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,2970.9329,3.935714285714247,0.0,
BTCUSDT,LONG,2026-01-01 13:30:00,87942.2,87745.5571,88256.8286,56.26,MIXED,trend_following,False,RegimeGate: DQS 56 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.97608449999745,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87745.5571,78.65714285714368,0.0,
XRPUSDT,LONG,2026-01-01 13:30:00,1.8561,1.8491,1.86506,57.7,MIXED,trend_following,False,RegimeGate: DQS 58 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.999800000001,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8491,0.002807142857142881,0.0,
XRPUSDT,LONG,2026-01-01 13:45:00,1.8573,1.8499,1.86674,57.7,MIXED,trend_following,False,RegimeGate: DQS 58 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.999939999998794,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8499,0.0029571428571428804,0.0,
ETHUSDT,LONG,2026-01-01 14:00:00,2981.22,2967.9,2999.6904,62.26,VOLATILE,trend_following,False,CalibrationGate: prob 0.35 < 0.40 (global_curve),False,,0,REJECTED,0,0,0,59.93999999999869,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,2967.9,4.439999999999925,0.3478,global_curve
XRPUSDT,LONG,2026-01-01 14:00:00,1.8586,1.8509,1.86852,57.7,MIXED,trend_following,False,RegimeGate: DQS 58 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.999940000000315,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8509,0.0031000000000000077,0.0,
BTCUSDT,LONG,2026-01-01 14:30:00,87852.0,87620.875,88221.8,50.38,MIXED,trend_following,False,RegimeGate: DQS 50 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.861375,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87620.875,92.44999999999916,0.0,
BTCUSDT,LONG,2026-01-01 14:45:00,87915.4,87679.3286,88293.1143,50.38,MIXED,trend_following,False,RegimeGate: DQS 50 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.96213560000018,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87679.3286,94.4285714285704,0.0,
BTCUSDT,LONG,2026-01-01 19:00:00,88085.9,87737.9357,88809.66577,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.849859599998695,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87737.9357,139.18571428571366,0.0,
BTCUSDT,LONG,2026-01-01 19:15:00,88133.2,87796.8786,88832.74859,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.86520920000012,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87796.8786,134.528571428571,0.0,
BTCUSDT,LONG,2026-01-01 19:30:00,88291.4,87945.3464,89011.19141,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.86727279999988,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87945.3464,138.42142857142713,0.0,
BTCUSDT,LONG,2026-01-01 19:45:00,88356.3,88000.2286,89096.92859,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.81999520000012,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88000.2286,142.4285714285704,0.0,
SOLUSDT,LONG,2026-01-01 19:45:00,125.72,124.8968,127.43223,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.92895999999999,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.8968,0.32928571428571524,0.0,
SOLUSDT,LONG,2026-01-01 20:00:00,125.68,124.83,127.448,55.72,MIXED,trend_following,False,RegimeGate: DQS 56 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.9250000000006,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.83,0.34000000000000036,0.0,
